"","ROI"
"5471",15983.2700275181
"5472",17297.6373337884
"5473",84325.8974954286
"5474",9745.45755296171
"5475",25398.9054760047
"5476",26467.7203627346
"5477",15589.1419422313
"5478",22341.3402577665
"5479",NA
"5480",25667.0149944693
"5481",33522.7696290912
"5482",8201.1523087334
"5483",80782.3202232291
"5484",70945.2599563673
"5485",45000.0236967701
"5486",31859.5674111479
"5487",34101.4257145026
"5488",NA
"5489",39285.2366988473
"5490",28786.7934636205
"5491",9827.68500439804
"5492",15899.2429483959
"5493",24207.0829490462
"5494",81958.356447841
"5495",83577.6404862772
"5496",23699.7002678799
"5497",NA
"5498",47141.8631535302
"5499",44330.8869873907
"5500",17304.5997508811
"5501",19204.897487981
"5502",43663.2872201621
"5503",39478.1199752266
"5504",40174.8051252333
"5505",23740.7190431093
"5506",7479.50416687145
"5507",17527.292297854
"5508",7124.86486054315
"5509",7888.7615913173
"5510",10034.4100195274
"5511",33843.5098631605
"5512",39103.6915861105
"5513",25891.305863748
"5514",56459.302651842
"5515",25368.0871698878
"5516",11097.9720351277
"5517",26082.6067312977
"5518",16819.4658472114
"5519",19039.7626084598
"5520",14299.0415178603
"5521",20192.372526181
"5522",7579.13143909667
"5523",13653.3988033683
"5524",37633.7764895883
"5525",24452.1790150518
"5526",35384.0729642448
"5527",29446.9859586031
"5528",5446.20986119846
"5529",17433.726786595
"5530",10162.0215932378
"5531",20110.1816088658
"5532",11062.4515152357
"5533",26061.777687991
"5534",15606.4925865212
"5535",31781.9757350293
"5536",99543.8208178618
"5537",18064.6631121233
"5538",11330.5688307232
"5539",41874.2067107965
"5540",13397.1365578844
"5541",57893.9614677307
"5542",54864.1305688944
"5543",36309.4692142941
"5544",13514.1836927299
"5545",NA
"5546",42438.7995498014
"5547",46912.8974337552
"5548",46695.1728101981
"5549",7048.37760086932
"5550",55310.5730224287
"5551",NA
"5552",13119.9771301107
"5553",13956.4678174307
"5554",291308.617688406
"5555",20890.033831402
"5556",22744.2073150557
"5557",60969.6054222554
"5558",28630.8859241833
"5559",36865.8464975225
"5560",10993.5215012895
"5561",NA
"5562",10839.6697438636
"5563",33152.8954582579
"5564",23511.436243083
"5565",49590.930472983
"5566",NA
"5567",34148.0661717668
"5568",18676.835621718
"5569",6043.46677959464
"5570",16458.8955607294
"5571",109358.590402532
"5572",10786.4389178254
"5573",15275.6773491603
"5574",18954.6457044248
"5575",18171.6932409273
"5576",42214.6075338462
"5577",14757.2412660254
"5578",30085.7890338335
"5579",110378.033587234
"5580",22884.0989360744
"5581",16302.1186975796
"5582",25137.2833957103
"5583",23372.4944642933
"5584",23214.6946005082
"5585",NA
"5586",36989.8076915943
"5587",44215.0798158291
"5588",187170.571975446
"5589",9299.75135027247
"5590",65297.9949711436
"5591",18975.1264783738
"5592",20742.0374491309
"5593",10011.1157773817
"5594",26146.4950053234
"5595",18412.8204203991
"5596",11132.890473774
"5597",41652.3209819828
"5598",37189.0666979981
"5599",48858.385209408
"5600",46778.0358509299
"5601",24847.7838371969
"5602",78611.9412261451
"5603",NA
"5604",9735.40054754064
"5605",22428.5840149941
"5606",31846.8012927676
"5607",54934.7054383509
"5608",27277.6371048571
"5609",28613.4598149527
"5610",75840.824455059
"5611",45274.9216705997
"5612",17783.8426283176
"5613",31210.4156047665
"5614",8065.20366329136
"5615",18253.2844976493
"5616",39266.4899602399
"5617",45947.4756330007
"5618",NA
"5619",25667.8854688728
"5620",39269.4199669458
"5621",45544.2591101461
"5622",52304.954371992
"5623",46416.4411193432
"5624",20662.35767138
"5625",35246.4952627767
"5626",30858.5220938138
"5627",61215.8979748069
"5628",11574.1404557381
"5629",17214.2750743998
"5630",17342.0044067659
"5631",71410.4569127565
"5632",23938.531811718
"5633",NA
"5634",17939.5208022326
"5635",49291.4004464576
"5636",30352.4733645528
"5637",50364.0932129355
"5638",45153.6745269006
"5639",60399.0623796682
"5640",11169.4620010018
"5641",28705.9199306925
"5642",105519.933609382
"5643",103515.387742335
"5644",11775.1717946732
"5645",74522.3342248065
"5646",12624.8149915913
"5647",43895.6374172748
"5648",236832.171077026
"5649",NA
"5650",24866.5012239144
"5651",28199.3883306271
"5652",19981.0952785847
"5653",19713.9994172304
"5654",16559.4184065195
"5655",NA
"5656",16622.5013587095
"5657",42606.5262292435
"5658",13676.3522215402
"5659",21711.3914101086
"5660",63028.9793371043
"5661",10742.1678270169
"5662",22862.9314216455
"5663",46822.7040450692
"5664",27381.3287606449
"5665",22981.4336894512
"5666",24307.2723281678
"5667",29127.4870756525
"5668",49710.048714167
"5669",76031.1156188645
"5670",103826.779894828
"5671",49967.1911851733
"5672",41297.3206087173
"5673",46147.68762911
"5674",20833.3304422034
"5675",9363.56156963097
"5676",6773.09219879294
"5677",8362.07113624406
"5678",36990.7349912503
"5679",31658.6472102801
"5680",12366.1831124196
"5681",63032.4916433158
"5682",24034.9280782794
"5683",55025.6124161182
"5684",29369.1762943189
"5685",130077.833891473
"5686",27496.4810967881
"5687",12865.9477071669
"5688",31487.1087176719
"5689",19863.8697039245
"5690",34658.3921254403
"5691",41424.5620540286
"5692",44406.6569137006
"5693",68509.5813887574
"5694",40708.8579804417
"5695",13376.0387710039
"5696",16882.8969244041
"5697",26014.7044310973
"5698",9733.03950430369
"5699",8314.31821305663
"5700",78842.8046505481
"5701",29612.7719961879
"5702",12566.4076986857
"5703",NA
"5704",16312.5990268081
"5705",22194.735128059
"5706",29038.6671590366
"5707",12821.6710613134
"5708",21439.0196842269
"5709",49844.1767790585
"5710",19764.9586120598
"5711",24031.3994171457
"5712",35929.3317959754
"5713",53391.9639913283
"5714",15456.8774778839
"5715",69681.3725783412
"5716",NA
"5717",24288.7543089577
"5718",64024.4140891149
"5719",23387.4828287669
"5720",203429.388867245
"5721",8468.23470477883
"5722",401127.857391237
"5723",13152.6145297575
"5724",31142.2419764219
"5725",13742.5623286933
"5726",9490.14221689237
"5727",8515.68860542939
"5728",44147.259027503
"5729",38313.8116620313
"5730",6576.09085676035
"5731",25612.2184156369
"5732",35033.483960379
"5733",24387.7503790329
"5734",51395.1675757876
"5735",30736.9519179209
"5736",15438.4458330166
"5737",20665.6228807941
"5738",10893.1835761868
"5739",27793.2162441251
"5740",25820.7971358165
"5741",455640.820860503
"5742",27209.128311888
"5743",28566.5469729989
"5744",22983.6207522153
"5745",21054.976143171
"5746",12092.1410338265
"5747",26406.7421612979
"5748",29719.6182310822
"5749",13147.3027052535
"5750",24271.5216292209
"5751",22926.4237618614
"5752",33404.5536011649
"5753",21494.1482991357
"5754",27262.879692394
"5755",51015.6417121839
"5756",56023.8486456678
"5757",38721.3955320315
"5758",35986.6344867378
"5759",42492.7656629281
"5760",256159.355284395
"5761",51388.2697403179
"5762",73421.7326055471
"5763",24815.0836866718
"5764",38894.8963238649
"5765",30685.9326830242
"5766",56104.8890625071
"5767",52992.406055005
"5768",42073.6460761082
"5769",18176.7709791267
"5770",89166.8316770212
"5771",28516.0546058662
"5772",NA
"5773",155822.146399888
"5774",43298.6511693443
"5775",NA
"5776",58189.0996899071
"5777",119517.660351548
"5778",54859.7585682847
"5779",35044.8963385326
"5780",83698.2121111132
"5781",42490.1050678475
"5782",30822.0528642302
"5783",75937.1903742981
"5784",83743.1164582216
"5785",22164.8292832911
"5786",18779.24801055
"5787",32644.5466105169
"5788",61213.9179869799
"5789",83098.2032278071
"5790",NA
"5791",40556.3448408855
"5792",21519.4695470674
"5793",45666.5047189757
"5794",NA
"5795",NA
"5796",29014.934643498
"5797",9267.2793364184
"5798",27038.929953917
"5799",18355.9096265216
"5800",19980.3415144469
"5801",12311.1581639636
"5802",NA
"5803",27910.9921450314
"5804",NA
"5805",NA
"5806",44047.3770463827
"5807",38541.5022048748
"5808",63836.5178118896
"5809",36134.7293197395
"5810",38287.6762695783
"5811",30680.9424777534
"5812",99977.6024899676
"5813",23713.7310816249
"5814",40556.8185038369
"5815",NA
"5816",43994.1276476713
"5817",50543.4158958403
"5818",25990.5492018011
"5819",NA
"5820",30674.6435483659
"5821",11140.474882185
"5822",30012.0595416908
"5823",14632.5265214078
"5824",8620.19629297769
"5825",45639.6858062462
"5826",92321.3247664345
"5827",32426.4217948295
"5828",NA
"5829",51155.6684201198
"5830",78910.8767189145
"5831",12602.5805732256
"5832",34701.5882516601
"5833",34104.9425087905
"5834",49927.9443849441
"5835",37049.6376927654
"5836",108709.802234673
"5837",120837.565747729
"5838",37675.5108236651
"5839",43516.5461227322
"5840",32795.0872201728
"5841",48652.9371119086
"5842",28397.1402589492
"5843",71191.5677633301
"5844",25049.445422152
"5845",32292.4538420348
"5846",643294.549442458
"5847",58685.8735222241
"5848",32594.3329140097
"5849",35006.5873412282
"5850",NA
"5851",91696.4688117578
"5852",25391.2915237274
"5853",37170.4142766608
"5854",26531.7935728458
"5855",106740.032091771
"5856",47162.1234120564
"5857",67422.194557846
"5858",47277.8483499915
"5859",83909.9626807954
"5860",450234.538430416
"5861",NA
"5862",37135.4126228587
"5863",46845.9839514304
"5864",25133.1345828768
"5865",102928.843102403
"5866",NA
"5867",25654.0272337565
"5868",58648.5556793991
"5869",65485.5112499846
"5870",35894.3236534588
"5871",88159.6324537349
"5872",121642.662609702
"5873",56638.9745676782
"5874",13005.8561784408
"5875",137238.781332298
"5876",29835.6376919657
"5877",42248.3300519109
"5878",32269.0925095747
"5879",41799.292563574
"5880",54250.8497347435
"5881",90163.8023851243
"5882",10126.9618065363
"5883",26909.147744178
"5884",44356.1892265532
"5885",38608.3823943663
"5886",30713.833071297
"5887",20504.1309999904
"5888",51695.7141344141
"5889",56737.9161957663
"5890",1186390.9911532
"5891",114581.828948172
"5892",57254.1524438266
"5893",34228.7628596303
"5894",82229.1580142404
"5895",38564.1144875982
"5896",24659.4104137511
"5897",34895.107755933
"5898",45503.2109187577
"5899",229265.039065356
"5900",40652.4619230238
"5901",54978.4728447298
"5902",77542.0731578963
"5903",41683.5430458575
"5904",19207.673369364
"5905",74179.4359514592
"5906",18283.7170796976
"5907",24971.9873589762
"5908",28425.2397625949
"5909",NA
"5910",NA
"5911",18278.7489397989
"5912",26940.783165005
"5913",80315.5053807654
"5914",20471.3619618175
"5915",17986.9835347051
"5916",80206.542264605
"5917",36153.0588484623
"5918",29963.0516826216
"5919",14737.3257797314
"5920",20905.9281758002
"5921",117721.775165404
"5922",36159.2504938611
"5923",28279.1802722108
"5924",40437.9371763245
"5925",27284.9754673807
"5926",16247.1964175665
"5927",43560.9161830935
"5928",177302.621065353
"5929",NA
"5930",NA
"5931",29279.9012876444
"5932",NA
"5933",87798.4368675511
"5934",58137.7635791295
"5935",32885.5538417327
"5936",44371.5390910554
"5937",19153.3763765183
"5938",25060.486840396
"5939",26699.5396446061
"5940",24712.7585220555
"5941",NA
"5942",27976.9980697128
"5943",NA
"5944",23680.9053186147
"5945",24477.3673396827
"5946",37353.5480041838
"5947",15696.3875657631
"5948",19240.4211726939
"5949",14007.5633824722
"5950",463311.263797978
"5951",10914.1850702424
"5952",21367.7151627377
"5953",31911.9815895326
"5954",25915.5365409766
"5955",37710.3875638614
"5956",35001.107858467
"5957",73794.6810483521
"5958",44244.4049163452
"5959",36732.5861396904
"5960",30712.6986663443
"5961",29019.4278351777
"5962",11115.4988262096
"5963",54324.6760846677
"5964",31200.4319671268
"5965",27325.937240789
"5966",59721.799882057
"5967",20728.4085982374
"5968",43758.6174232192
"5969",37388.9106455015
"5970",12764.3188077223
"5971",NA
"5972",59504.8164552365
"5973",36879.1108640696
"5974",10427.282482136
"5975",NA
"5976",NA
"5977",NA
"5978",15175.3771362911
"5979",18567.676462919
"5980",22696.5936636701
"5981",NA
"5982",23087.6563430378
"5983",19604.9220804083
"5984",51591.5277867427
"5985",27086.4592946936
"5986",NA
"5987",NA
"5988",NA
"5989",77639.6126771204
"5990",NA
"5991",47310.9057975719
"5992",28590.0792179362
"5993",37326.5906911084
"5994",32838.4527426519
"5995",47446.9802646316
"5996",NA
"5997",70858.77440738
"5998",23500.2453594195
"5999",151292.18470928
"6000",99621.5057180548
"6001",49545.0764315404
"6002",56198.3433880138
"6003",39677.5631245556
"6004",89325.9168844057
"6005",16989.6885049579
"6006",34533.1332133306
"6007",27210.5528306954
"6008",243643.26747747
"6009",105612.696210115
"6010",15237.9209419474
"6011",471464.949912916
"6012",1821897.36330725
"6013",239568.66788848
"6014",32551.5327353617
"6015",41249.2446141739
"6016",22530.0939009224
"6017",30389.209322844
"6018",67833.5161678126
"6019",38885.732859378
"6020",37905.5650568002
"6021",47074.1299258601
"6022",24445.9307371769
"6023",24997.301108434
"6024",25949.6945799114
"6025",67782.1979771989
"6026",32369.4083072832
"6027",24498.8912671545
"6028",NA
"6029",69343.8287387168
"6030",40333.2370393331
"6031",46726.7123043242
"6032",14162.1723070794
"6033",NA
"6034",35493.3694885756
"6035",39873.8150486055
"6036",51268.7506564966
"6037",88682.0411229304
"6038",171794.617941631
"6039",30454.0943893445
"6040",20887.5629447924
"6041",47141.4538907291
"6042",28621.0238051856
"6043",49609.2209691961
"6044",8483.92940016589
"6045",22332.0248263139
"6046",43201.3864372933
"6047",58570.8888158538
"6048",42007.7909145277
"6049",22319.2373482725
"6050",145277.5375261
"6051",14147.7004122892
"6052",43208.2475801772
"6053",42044.183417723
"6054",558724.470302133
"6055",26644.4018651639
"6056",37288.6586905957
"6057",13837.8630144966
"6058",104975.216173738
"6059",59037.2704786083
"6060",34357.9925778397
"6061",26332.0322182502
"6062",34212.217565752
"6063",52894.113850008
"6064",89864.1253490914
"6065",38996.9133073377
"6066",119551.725520596
"6067",40083.6339587028
"6068",43150.9208656006
"6069",10137.280855024
"6070",113232.788298111
"6071",27049.7515132611
"6072",17230.1537556873
"6073",43011.9908382609
"6074",39310.0844561153
"6075",71935.49546707
"6076",24347.9312054966
"6077",108735.361286267
"6078",48264.0889455125
"6079",213605.725622483
"6080",NA
"6081",NA
"6082",49933.0486808621
"6083",58811.2923636297
"6084",17690.4978741039
"6085",58169.1981767956
"6086",27556.6679019875
"6087",64778.5348926232
"6088",23153.675497364
"6089",11418.5799643039
"6090",62682.0911925699
"6091",33827.4521748434
"6092",27021.3356819345
"6093",113648.649664621
"6094",153057.738334946
"6095",NA
"6096",70518.8016876962
"6097",21154.2984354916
"6098",34016.1947335095
"6099",40173.6511287892
"6100",25559.5115705873
"6101",29411.9024945466
"6102",43376.0817963221
"6103",NA
"6104",NA
"6105",32010.1222778433
"6106",23732.882578237
"6107",46378.3105358003
"6108",NA
"6109",32950.270603402
"6110",27888.2852498342
"6111",22431.5142048972
"6112",30032.6227818645
"6113",49975.8547403153
"6114",29713.3747970259
"6115",NA
"6116",NA
"6117",70032.138824264
"6118",NA
"6119",31081.9325651841
"6120",19614.2632718194
"6121",31391.4355231358
"6122",42399.6432802725
"6123",65275.984567391
"6124",18179.434036671
"6125",47831.355358446
"6126",64440.7779624433
"6127",113317.99786694
"6128",NA
"6129",41461.2010106006
"6130",23384.9636678681
"6131",12742.3045050933
"6132",12352.3294132635
"6133",NA
"6134",19954.8518719993
"6135",30706.2172509795
"6136",29990.9424199722
"6137",35075.9790595856
"6138",371596.52026288
"6139",34448.1019523557
"6140",33725.3434461512
"6141",72333.1583979093
"6142",43365.3591084808
"6143",37664.7183387609
"6144",70082.7128886197
"6145",27425.2486359158
"6146",21807.651930798
"6147",10941.031152408
"6148",148311.904374259
"6149",35079.2653541987
"6150",14357.7114687949
"6151",62494.9055154921
"6152",187114.373486794
"6153",86973.2056455452
"6154",33700.9837962853
"6155",27812.8490648281
"6156",42676.5245563488
"6157",50775.0316750639
"6158",56051.9787675713
"6159",NA
"6160",315607.348960098
"6161",39594.8218858589
"6162",15915.8505619383
"6163",57521.6372357953
"6164",37365.6428508387
"6165",38610.7589621126
"6166",NA
"6167",95715.8926865929
"6168",47323.6051405938
"6169",28826.185860095
"6170",71103.3997558991
"6171",26326.5917829144
"6172",39390.374299478
"6173",45106.1064254828
"6174",330630.991428398
"6175",76894.5778333611
"6176",11728.9526674278
"6177",28420.483637062
"6178",53365.0277307364
"6179",NA
"6180",11111.3559058565
"6181",63553.018671482
"6182",23346.4232733056
"6183",64160.3872344401
"6184",88716.1799981194
"6185",71767.984328609
"6186",73395.6866697789
"6187",NA
"6188",54154.1781301658
"6189",51349.7923936976
"6190",44700.6104828211
"6191",29374.1648542333
"6192",23573.4842526576
"6193",58818.7020138502
"6194",NA
"6195",27322.2184034796
"6196",53433.333853603
"6197",50595.3423749495
"6198",41989.3720834698
"6199",109435.048792425
"6200",24195.6322437303
"6201",21909.9408528927
"6202",NA
"6203",NA
"6204",NA
"6205",NA
"6206",NA
"6207",17504.0081138751
"6208",22490.7542369821
"6209",38292.3752412948
"6210",NA
"6211",33617.2346380844
"6212",15278.3172436198
"6213",107764.613921513
"6214",19804.2936546854
"6215",30084.8372692953
"6216",59404.165492452
