"","ROI"
"4085",NA
"4086",37434.6280077014
"4087",12694.9283638951
"4088",NA
"4089",NA
"4090",18306.9789023258
"4091",NA
"4092",NA
"4093",23184.3775819094
"4094",26085.8106883236
"4095",40765.539560989
"4096",20629.6796985801
"4097",29442.2054006368
"4098",26213.4471531564
"4099",NA
"4100",27399.127353349
"4101",16434.5588850327
"4102",45568.9307515699
"4103",72346.6724341695
"4104",21055.4481811745
"4105",NA
"4106",14426.2632254996
"4107",NA
"4108",NA
"4109",NA
"4110",60435.747657507
"4111",32234.5975398565
"4112",30814.0786062607
"4113",12628.1077276999
"4114",NA
"4115",26634.8246511026
"4116",NA
"4117",23145.7968054579
"4118",55385.9181966854
"4119",36850.7404384313
"4120",11684.3875032834
"4121",30614.2472293803
"4122",12100.9178373834
"4123",NA
"4124",28057.8093822283
"4125",NA
"4126",NA
"4127",17326.6781323895
"4128",NA
"4129",NA
"4130",NA
"4131",NA
"4132",NA
"4133",43676.0804769306
"4134",NA
"4135",NA
"4136",31987.920322221
"4137",NA
"4138",7344.77574003027
"4139",NA
"4140",10350.931916194
"4141",NA
"4142",28962.8019853236
"4143",NA
"4144",24536.3116175154
"4145",NA
"4146",NA
"4147",NA
"4148",16870.6290619554
"4149",77646.1068191483
"4150",37545.9236727773
"4151",30100.5328042797
"4152",NA
"4153",NA
"4154",20539.1901431726
"4155",39572.546445318
"4156",13085.6853625994
"4157",35103.7184385536
"4158",56585.535979166
"4159",35611.7072345229
"4160",33487.2867256039
"4161",18844.503432684
"4162",23407.2419112996
"4163",NA
"4164",13378.1151733457
"4165",11320.6607275387
"4166",NA
"4167",12355.8118145335
"4168",NA
"4169",36222.333010832
"4170",NA
"4171",42370.9454285408
"4172",NA
"4173",NA
"4174",31432.9299884367
"4175",24803.4088544099
"4176",39159.8018605041
"4177",NA
"4178",36959.6016577572
"4179",NA
"4180",33448.5188927684
"4181",NA
"4182",52198.1349810378
"4183",NA
"4184",NA
"4185",13165.9871777603
"4186",21780.5971923969
"4187",NA
"4188",53614.4914603899
"4189",13353.2372071535
"4190",39496.4181141239
"4191",NA
"4192",19097.9652455608
"4193",29220.1478152588
"4194",18321.2821290912
"4195",27140.4057027943
"4196",NA
"4197",20818.3380277143
"4198",26333.3760554272
"4199",NA
"4200",18786.7755903101
"4201",16479.9883180809
"4202",24723.3525039847
"4203",NA
"4204",NA
"4205",NA
"4206",14231.352474701
"4207",42705.1683799855
"4208",NA
"4209",NA
"4210",NA
"4211",NA
"4212",NA
"4213",24534.4053852721
"4214",24308.0776882232
"4215",16864.71084625
"4216",60453.373175484
"4217",10001.9155582425
"4218",NA
"4219",NA
"4220",NA
"4221",16853.0520383899
"4222",NA
"4223",18998.6028016846
"4224",12942.4003750506
"4225",22149.5673714738
"4226",NA
"4227",10441.5477800541
"4228",NA
"4229",NA
"4230",75500.2695499093
"4231",NA
"4232",12740.4898151936
"4233",NA
"4234",63817.8399050373
"4235",11958.5448013668
"4236",NA
"4237",44849.3973163008
"4238",NA
"4239",NA
"4240",14245.3355830755
"4241",27724.9041553826
"4242",19245.2548242878
"4243",29809.0677484151
"4244",12780.0490469641
"4245",56173.4885588199
"4246",NA
"4247",NA
"4248",30171.7680122722
"4249",18743.8080347477
"4250",25612.247376863
"4251",22084.2200247485
"4252",NA
"4253",94747.4363415526
"4254",NA
"4255",21618.8459614424
"4256",12665.8162203722
"4257",NA
"4258",20996.8005064769
"4259",71909.9503359633
"4260",8821.19229813825
"4261",46002.1223828452
"4262",24891.2219357502
"4263",43675.7631909414
"4264",9335.40942564638
"4265",33451.8488658067
"4266",60684.8496341487
"4267",12943.7872716041
"4268",174456.059327965
"4269",33921.1647949675
"4270",NA
"4271",27644.5826846297
"4272",26798.9383485506
"4273",38458.8892120873
"4274",24345.8656515906
"4275",NA
"4276",16411.8277344616
"4277",15550.4632560245
"4278",28831.3650844051
"4279",74627.184522658
"4280",NA
"4281",11398.9646745471
"4282",NA
"4283",50022.5440396024
"4284",18730.0186785951
"4285",NA
"4286",21578.8745564351
"4287",32872.5552173656
"4288",95463.7903409867
"4289",NA
"4290",NA
"4291",56818.4647638075
"4292",18413.4121826214
"4293",NA
"4294",21339.5744994723
"4295",NA
"4296",NA
"4297",21081.4480433429
"4298",25833.0245852619
"4299",NA
"4300",48316.096043895
"4301",174781.451801365
"4302",24139.7927786658
"4303",NA
"4304",47118.6804351466
"4305",20347.2760646259
"4306",57618.2069854232
"4307",39208.8579285043
"4308",NA
"4309",NA
"4310",NA
"4311",NA
"4312",NA
"4313",30048.2734398095
"4314",32375.6185447402
"4315",NA
"4316",16889.7139107714
"4317",23365.458252373
"4318",NA
"4319",31380.3310767377
"4320",NA
"4321",38603.4010644987
"4322",44760.9731015174
"4323",10073.8642013474
"4324",16604.9412014822
"4325",7277.60263747153
"4326",NA
"4327",NA
"4328",24849.9972942584
"4329",45312.6223968351
"4330",30165.622529373
"4331",43793.4899059971
"4332",NA
"4333",18706.545127248
"4334",NA
"4335",NA
"4336",NA
"4337",NA
"4338",NA
"4339",83180.6879210007
"4340",11522.4902682439
"4341",NA
"4342",27617.4519119409
"4343",NA
"4344",49170.6882689684
"4345",18883.2032809308
"4346",19855.2160567421
"4347",19460.033766584
"4348",60093.5505817146
"4349",23361.9360638923
"4350",NA
"4351",47327.6127046084
"4352",30231.9049183169
"4353",NA
"4354",NA
"4355",27592.149396534
"4356",99169.4749174635
"4357",20422.3113496046
"4358",13177.7123469748
"4359",NA
"4360",NA
"4361",NA
"4362",47288.2668570195
"4363",25946.4116330204
"4364",NA
"4365",NA
"4366",22667.3321192404
"4367",NA
"4368",NA
"4369",NA
"4370",40177.2747421559
"4371",NA
"4372",20908.2644082071
"4373",10573.3888190792
"4374",NA
"4375",NA
"4376",NA
"4377",NA
"4378",25352.9033499897
"4379",20087.0891881173
"4380",50341.9439854555
"4381",NA
"4382",31020.8941769335
"4383",NA
"4384",NA
"4385",NA
"4386",NA
"4387",36080.7061126616
"4388",NA
"4389",8532.11007467449
"4390",NA
"4391",NA
"4392",NA
"4393",19752.6927491912
"4394",24668.170990038
"4395",22464.879495578
"4396",13786.8189298613
"4397",52881.2463754743
"4398",19424.8636298962
"4399",43528.0553867504
"4400",13914.0458095314
"4401",39845.5286650257
"4402",19779.014481654
"4403",NA
"4404",NA
"4405",NA
"4406",NA
"4407",NA
"4408",37388.0157943638
"4409",36735.414075965
"4410",NA
"4411",NA
"4412",96250.1264411361
"4413",10931.0867925723
"4414",NA
"4415",20069.1214998613
"4416",20646.1054692241
"4417",NA
"4418",NA
"4419",NA
"4420",47582.3354484831
"4421",NA
"4422",10248.7199228239
"4423",17362.5891301553
"4424",16492.0156264288
"4425",NA
"4426",77570.9822141545
"4427",NA
"4428",25601.574653192
"4429",16907.4374342489
"4430",NA
"4431",16604.3491125832
"4432",NA
"4433",18707.1742588063
"4434",12033.797155559
"4435",8885.80090064052
"4436",NA
"4437",NA
"4438",12943.3818017209
"4439",NA
"4440",NA
"4441",NA
"4442",NA
"4443",29541.059942522
"4444",35390.9795621419
"4445",25413.1477239534
"4446",10918.5368543123
"4447",26373.1115933607
"4448",12864.6142029049
"4449",20901.1353526183
"4450",33755.3119219928
"4451",NA
"4452",25233.3596051476
"4453",98376.5340147443
"4454",NA
"4455",NA
"4456",NA
"4457",19822.4414582624
"4458",NA
"4459",NA
"4460",NA
"4461",NA
"4462",11740.5117381766
"4463",30522.7782275164
"4464",NA
"4465",NA
"4466",20258.5391237216
"4467",17565.3195234805
"4468",25155.8831398844
"4469",NA
"4470",21742.7845327523
"4471",44259.6652308174
"4472",26973.3307188301
"4473",55756.132052877
"4474",NA
"4475",18837.9359290908
"4476",NA
"4477",31933.5853725778
"4478",NA
"4479",16349.8382702266
"4480",NA
"4481",19546.92066009
"4482",NA
"4483",18788.5040396755
"4484",26383.4452218601
"4485",NA
"4486",21521.0222459599
"4487",NA
"4488",44564.6583402628
"4489",12175.3130631933
"4490",NA
"4491",NA
"4492",19834.1818786989
"4493",24204.1264537562
"4494",33514.3731631444
"4495",10770.4174871232
"4496",11842.0086484699
"4497",62449.6880204288
"4498",NA
"4499",10018.5096386649
"4500",16921.9841488569
"4501",21535.9571167653
"4502",36952.7920600321
"4503",NA
"4504",NA
"4505",NA
"4506",14213.8719772276
"4507",12398.9204250336
"4508",NA
"4509",38762.1849783822
"4510",37111.7703031192
"4511",18047.81441997
"4512",16241.5173142092
"4513",NA
"4514",NA
"4515",NA
"4516",NA
"4517",31359.3983978224
"4518",32979.4365510537
"4519",NA
"4520",33657.7648253009
"4521",11965.5868770628
"4522",30956.2193964572
"4523",38026.3961637572
"4524",NA
"4525",NA
"4526",36482.1285891771
"4527",NA
"4528",21696.9461444216
"4529",23614.5535526216
"4530",15347.7318928772
"4531",NA
"4532",17695.319396049
"4533",21180.0047586431
"4534",NA
"4535",42123.3388434331
"4536",NA
"4537",38035.7990080765
"4538",53175.6297749872
"4539",56220.188721343
"4540",NA
"4541",24329.9739717073
"4542",NA
"4543",NA
"4544",21383.1562424137
"4545",NA
"4546",68258.896261421
"4547",16469.8185417283
"4548",NA
"4549",NA
"4550",18164.2498309091
"4551",49088.9001672405
"4552",49711.6739356761
"4553",31747.3985776288
"4554",NA
"4555",NA
"4556",NA
"4557",33777.5321816713
"4558",NA
"4559",96954.8824775713
"4560",NA
"4561",NA
"4562",NA
"4563",35148.3304338446
"4564",97401.7085500903
"4565",NA
"4566",6742.41094349766
"4567",48491.9358134209
"4568",30297.2549813467
"4569",24254.7462210105
"4570",NA
"4571",70512.0168853307
"4572",21342.1250162224
"4573",NA
"4574",6616.60084110273
"4575",27734.6612111034
"4576",NA
"4577",42160.9716077497
"4578",25073.8967489478
"4579",13084.0989854333
"4580",40608.4209490577
"4581",NA
"4582",17144.2050950003
"4583",154935.039547454
"4584",34713.4421508903
"4585",NA
"4586",NA
"4587",28049.7733172518
"4588",23536.9068257476
"4589",20626.6174984547
"4590",16047.0644712624
"4591",4424.93286411879
"4592",NA
"4593",NA
"4594",20736.9336566937
"4595",60707.5626201519
"4596",16397.4191024591
"4597",20556.1411249412
"4598",NA
"4599",10095.6313784802
"4600",17286.9517682115
"4601",NA
"4602",37258.3764500144
"4603",NA
"4604",NA
"4605",NA
"4606",21018.7398989833
"4607",11171.219987281
"4608",8408.69078216676
"4609",NA
"4610",NA
"4611",19023.3973726926
"4612",27692.9280924061
"4613",NA
"4614",24287.1791460209
"4615",NA
"4616",40965.300510989
"4617",20426.7777381721
"4618",10960.5954399176
"4619",NA
"4620",NA
"4621",20247.4760195441
"4622",NA
"4623",18322.7694976633
"4624",NA
"4625",21028.4540695427
"4626",NA
"4627",NA
"4628",NA
"4629",11800.5490679521
"4630",18373.9735284813
"4631",NA
"4632",23750.1852205151
"4633",NA
"4634",NA
"4635",25741.4470859088
"4636",NA
"4637",19225.6728151627
"4638",NA
"4639",11277.4410967268
"4640",NA
"4641",NA
"4642",NA
"4643",NA
"4644",14344.7637470361
"4645",33424.1177449759
"4646",28372.5694676397
"4647",17109.9887271051
"4648",10978.8226662172
"4649",NA
"4650",13040.8408681585
"4651",12132.9484320133
"4652",9942.0421359254
"4653",NA
"4654",14476.2028900078
"4655",28226.6454155343
"4656",NA
"4657",NA
"4658",NA
"4659",NA
"4660",NA
"4661",NA
"4662",31586.3646152057
"4663",NA
"4664",38260.9358990733
"4665",NA
"4666",29173.8521617594
"4667",16416.8667358512
"4668",NA
"4669",NA
"4670",23449.6225876052
"4671",NA
"4672",NA
"4673",NA
"4674",19782.235035557
"4675",NA
"4676",NA
"4677",NA
"4678",NA
"4679",NA
"4680",NA
"4681",16291.6097983631
"4682",NA
"4683",NA
"4684",NA
"4685",NA
"4686",NA
"4687",NA
"4688",NA
"4689",18470.9167080351
"4690",12159.6529382672
"4691",44895.0253566758
"4692",NA
"4693",12016.4396899788
"4694",NA
"4695",28130.875523465
"4696",NA
"4697",12686.3707406807
"4698",NA
"4699",NA
"4700",NA
"4701",NA
"4702",21625.9104083562
"4703",NA
"4704",NA
"4705",17074.5428176055
"4706",NA
"4707",14724.5420123305
"4708",NA
"4709",15382.2434224983
"4710",NA
"4711",26416.3190865996
"4712",NA
"4713",NA
"4714",NA
"4715",23844.2935917229
"4716",28004.9347427375
"4717",NA
"4718",NA
"4719",9685.75330906549
"4720",NA
"4721",20764.9232123418
"4722",NA
"4723",33960.6361200512
"4724",20363.2125084758
"4725",NA
"4726",NA
"4727",19389.1776527793
"4728",NA
"4729",22840.4429266091
"4730",15411.4144137496
"4731",20091.4403121524
"4732",NA
"4733",NA
"4734",16307.0279699102
"4735",NA
"4736",NA
"4737",NA
"4738",NA
"4739",14683.8870270316
"4740",NA
"4741",NA
"4742",NA
"4743",17001.2456327768
"4744",NA
"4745",NA
"4746",NA
"4747",NA
"4748",NA
"4749",NA
"4750",NA
"4751",NA
"4752",NA
"4753",13636.5132127903
"4754",11458.3383545743
"4755",17029.0100221129
"4756",NA
"4757",41451.6175854039
"4758",13908.5192810967
"4759",16114.0779963494
"4760",NA
"4761",NA
"4762",NA
"4763",30256.9840173268
"4764",NA
"4765",125906.370485769
"4766",NA
"4767",NA
"4768",NA
"4769",NA
"4770",12640.6058992439
"4771",24637.5516066977
"4772",21599.2323633129
"4773",NA
"4774",8757.26005659333
"4775",NA
"4776",NA
"4777",NA
"4778",NA
"4779",NA
"4780",35856.6127415041
"4781",NA
"4782",NA
"4783",NA
"4784",NA
"4785",NA
"4786",17339.32279866
"4787",18664.0123946378
"4788",NA
"4789",22192.3133603387
"4790",16920.3935359118
"4791",13176.6013476445
"4792",NA
"4793",NA
"4794",17955.0979849399
"4795",14980.4911047678
"4796",25598.1630412757
"4797",NA
"4798",NA
"4799",NA
"4800",12518.0251979716
"4801",12312.5164764878
"4802",NA
"4803",NA
"4804",NA
"4805",17305.8040047078
"4806",NA
"4807",14594.5405598134
"4808",NA
"4809",NA
"4810",NA
"4811",384229.220701966
"4812",NA
"4813",NA
"4814",81575.9845006539
"4815",23516.934669758
"4816",NA
"4817",NA
"4818",NA
"4819",NA
"4820",NA
"4821",13754.8253033363
"4822",NA
"4823",NA
"4824",17682.4092056029
"4825",NA
"4826",8565.50344408482
"4827",NA
"4828",NA
"4829",NA
"4830",30385.8877709205
"4831",NA
"4832",20179.1371545449
"4833",NA
"4834",9394.75826313761
"4835",NA
"4836",NA
"4837",NA
"4838",21310.148716353
"4839",13845.9025691463
"4840",NA
"4841",NA
"4842",NA
"4843",NA
"4844",NA
"4845",NA
"4846",NA
"4847",13847.92615139
"4848",NA
"4849",9962.06844783936
"4850",NA
"4851",73199.5545240135
"4852",NA
"4853",NA
"4854",NA
"4855",NA
"4856",NA
"4857",NA
"4858",5955.28544759974
"4859",NA
"4860",NA
"4861",14835.0899084873
"4862",NA
"4863",NA
"4864",18826.6661504819
"4865",6632.8525721207
"4866",17213.4864809693
"4867",NA
"4868",NA
"4869",34749.8699605178
"4870",NA
"4871",NA
"4872",NA
"4873",86259.2155522872
"4874",NA
"4875",13578.5841912708
"4876",12817.9813934123
"4877",NA
"4878",NA
"4879",18623.9848234118
"4880",12745.4332362686
"4881",NA
"4882",26801.4884788465
"4883",NA
"4884",NA
"4885",NA
"4886",NA
"4887",NA
"4888",NA
"4889",32484.0556339635
"4890",14111.571492115
"4891",NA
"4892",NA
"4893",19185.6291090377
"4894",NA
"4895",12790.3286372018
"4896",14196.7750154113
"4897",NA
"4898",NA
"4899",NA
"4900",11298.0046604284
"4901",NA
"4902",26631.1693184026
"4903",NA
"4904",20039.1543870736
"4905",8423.74358752902
"4906",40423.8502703411
"4907",22124.1633947874
"4908",18377.1527299218
"4909",NA
"4910",11324.8890640927
"4911",NA
"4912",NA
"4913",NA
"4914",NA
"4915",NA
"4916",NA
"4917",20147.8738354767
"4918",NA
"4919",15325.1859815929
"4920",28823.1299550788
"4921",20388.6887454267
"4922",21957.4013331386
"4923",NA
"4924",17746.7242563329
"4925",NA
"4926",NA
"4927",NA
"4928",19367.5535127538
"4929",NA
"4930",NA
"4931",32238.23963785
"4932",NA
"4933",NA
"4934",NA
"4935",19598.7728418067
"4936",23000.5010551925
"4937",14679.3010297959
"4938",NA
"4939",8569.53074087676
"4940",NA
"4941",NA
"4942",19098.4944876898
"4943",NA
"4944",NA
"4945",NA
"4946",13582.3888382681
"4947",NA
"4948",NA
"4949",16313.8928458729
"4950",24725.6391329054
"4951",NA
"4952",41574.4100986828
"4953",51619.6986726748
"4954",11839.2401406212
"4955",21696.4747513933
"4956",NA
"4957",NA
"4958",NA
"4959",5913.52714934969
"4960",NA
"4961",NA
"4962",NA
"4963",NA
"4964",NA
"4965",NA
"4966",NA
"4967",18522.5126511471
"4968",12569.921540886
"4969",NA
"4970",16075.4704856869
"4971",NA
"4972",30919.3204619043
"4973",NA
"4974",18424.7724377584
"4975",41790.5629290337
"4976",NA
"4977",14107.7339277147
"4978",13056.3834963976
"4979",10148.4830887149
"4980",NA
"4981",NA
"4982",NA
"4983",NA
"4984",43012.6293125751
"4985",23139.6152202768
"4986",NA
"4987",NA
"4988",8549.63611228115
"4989",NA
"4990",148551.57327312
"4991",13046.9810038791
"4992",15029.0926610232
"4993",NA
"4994",NA
"4995",17687.444218978
"4996",NA
"4997",NA
"4998",NA
"4999",NA
"5000",15160.929528772
"5001",NA
"5002",NA
"5003",23370.3470684063
"5004",NA
"5005",NA
"5006",42784.2986912614
"5007",NA
"5008",38234.0007611982
"5009",12589.2570581533
"5010",14802.7580506857
"5011",NA
"5012",20814.470584921
"5013",NA
"5014",NA
"5015",28865.0849658928
"5016",NA
"5017",NA
"5018",17488.0460902825
"5019",NA
"5020",NA
"5021",9406.53470817303
"5022",27700.4077474458
"5023",NA
"5024",NA
"5025",NA
"5026",NA
"5027",NA
"5028",20097.1476218497
"5029",NA
"5030",20918.6768814695
"5031",NA
"5032",20763.2520588801
"5033",NA
"5034",24009.3215183341
"5035",NA
"5036",NA
"5037",NA
"5038",8484.76399028666
"5039",9438.88109548696
"5040",NA
"5041",NA
"5042",NA
"5043",NA
"5044",NA
"5045",NA
"5046",NA
"5047",NA
"5048",NA
"5049",4899.73082510947
"5050",NA
"5051",14416.1244163517
"5052",11188.6893338057
"5053",NA
"5054",10789.3879677031
"5055",3649.23600265216
"5056",30087.8088321192
"5057",29474.8852116668
"5058",NA
"5059",14597.3922875584
"5060",9941.29358521825
"5061",NA
"5062",18735.3107818927
"5063",14595.941503996
"5064",12180.4449241168
"5065",NA
"5066",6816.0142185421
"5067",22185.3460437943
"5068",30761.8279634091
"5069",NA
"5070",NA
"5071",NA
"5072",15509.2661059894
"5073",13041.0818743131
"5074",NA
"5075",NA
"5076",29696.5374758899
"5077",NA
"5078",14790.0275338536
"5079",18709.9292688743
"5080",NA
"5081",NA
"5082",NA
"5083",NA
"5084",NA
"5085",28349.9124045836
"5086",9868.76431978468
"5087",17195.430465039
"5088",17101.7083326154
"5089",59326.1169223435
"5090",26112.5421836727
"5091",21896.5582418719
"5092",24814.3479660413
"5093",38593.905617082
"5094",20006.0716420352
"5095",29151.8715517124
"5096",44721.3737623689
"5097",17817.2526327221
"5098",8980.23728929554
"5099",41761.3745072708
"5100",26675.157863868
"5101",14198.8811617215
"5102",25879.289251086
"5103",24558.1225602292
"5104",21077.4583358775
"5105",14537.4407886818
"5106",26472.1411908705
"5107",23222.1317360102
"5108",30553.4620731832
"5109",6113.81579929906
"5110",20973.2959034269
"5111",25891.7420715315
"5112",16505.0851521862
"5113",18833.7240211769
"5114",36131.0779323805
"5115",25095.4445252993
"5116",109327.505399588
"5117",31955.0749850883
"5118",54101.4685330016
"5119",33709.3626332138
"5120",41993.1600892013
"5121",9592.13290617565
"5122",18651.5481477529
"5123",34661.2417039354
"5124",55072.5483100115
"5125",12127.866967811
"5126",13233.1425242
"5127",47978.7252768769
"5128",36523.262229025
"5129",16064.4587151735
"5130",51982.1484662249
"5131",9142.86422902506
"5132",7997.05537009983
"5133",7266.78016373203
"5134",7723.92365313423
"5135",14450.6821193913
"5136",24590.9280591025
"5137",52542.163798715
"5138",24976.8384758094
"5139",12777.5124926263
"5140",39370.0769547371
"5141",26724.0364563127
"5142",29045.0437191676
"5143",NA
"5144",48037.9511146249
"5145",31306.5394537596
"5146",33426.5862095345
"5147",23120.064324039
"5148",25268.3311690659
"5149",30673.6213895189
"5150",4957.98510800778
"5151",16449.4801343419
"5152",9870.48907748424
"5153",23018.5072904545
"5154",44842.4082640414
"5155",42190.09570988
"5156",19806.5917726413
"5157",33082.8136522713
"5158",NA
"5159",21420.78942786
"5160",25364.9866178957
"5161",32799.3485037006
"5162",12737.7180225286
"5163",60389.3410729859
"5164",24768.9614325111
"5165",19968.3558159847
"5166",18449.8291844533
"5167",16214.8611378716
"5168",21980.8104029925
"5169",21172.0176391381
"5170",64336.5302243934
"5171",27687.021122817
"5172",17357.761314475
"5173",NA
"5174",16883.0140748896
"5175",61399.9401649454
"5176",25336.5739765238
"5177",186107.090243207
"5178",153527.681538045
"5179",42944.3447006088
"5180",42810.4431615951
"5181",49933.1031170639
"5182",6411.59151195016
"5183",38701.9469495847
"5184",13223.5427697238
"5185",24628.2061924177
"5186",40094.4010193274
"5187",23202.3370734581
"5188",40155.3741427379
"5189",21676.4595202799
"5190",123335.854799887
"5191",71598.8874295108
"5192",31669.5051100063
"5193",53683.0670091773
"5194",55257.5938956691
"5195",82480.9509558998
"5196",9507.85301945057
"5197",17450.8786739948
"5198",22659.0928166719
"5199",9723.70554766461
"5200",14194.4593592275
"5201",16675.502632626
"5202",22992.6452295494
"5203",21541.5891003655
"5204",51032.2968598109
"5205",56209.6642967002
"5206",10583.3340930178
"5207",43124.8158749014
"5208",21093.2005526262
"5209",10930.1529507735
"5210",40262.7416549519
"5211",43513.134818034
"5212",50701.7569797905
"5213",14409.4528361736
"5214",15065.1420240975
"5215",31523.2729541359
"5216",41092.2567111682
"5217",25582.8661077033
"5218",72433.1836617478
"5219",35652.2024437862
"5220",40325.0465731709
"5221",22880.0315789081
"5222",13113.6051365157
"5223",18185.1225768961
"5224",9390.06671842641
"5225",NA
"5226",20167.1933404379
"5227",18379.6993519456
"5228",19066.7751797304
"5229",27190.3304672611
"5230",33337.3049853258
"5231",21833.8273849552
"5232",NA
"5233",32200.9377721689
"5234",16330.9592651347
"5235",11303.0417145697
"5236",32285.8413952312
"5237",28829.5282505767
"5238",32095.0129780982
"5239",31643.157449572
"5240",56101.9053720344
"5241",18984.3378089482
"5242",14420.0582986598
"5243",20057.595010671
"5244",55124.416853848
"5245",49008.8140808943
"5246",7329.03177061349
"5247",37927.0928092075
"5248",23571.0614388106
"5249",65764.5525113651
"5250",15987.7917433782
"5251",35086.7799651915
"5252",52057.8805049166
"5253",31721.8127205112
"5254",39369.4569937593
"5255",7991.53530570263
"5256",26544.4094505399
"5257",30231.8897925554
"5258",9558.11701271405
"5259",25284.8264455424
"5260",50032.8456653526
"5261",18880.1045391665
"5262",16915.5907696995
"5263",157366.180935419
"5264",105999.942411109
"5265",10537.7044280047
"5266",31801.7885772405
"5267",14243.3537430375
"5268",34868.420091279
"5269",36788.9898071156
"5270",19630.2867997607
"5271",24554.5760642854
"5272",29470.7417048964
"5273",111406.291684106
"5274",22881.0832524102
"5275",16303.3328382338
"5276",21658.2756211432
"5277",35299.9868394264
"5278",18181.4761349378
"5279",30989.0543271466
"5280",12378.8926840546
"5281",8048.50824579967
"5282",92783.8703425455
"5283",24597.3779014659
"5284",31903.4443014123
"5285",15911.5243453701
"5286",14217.2025604012
"5287",31922.6176568896
"5288",67902.7433023568
"5289",15187.5949885073
"5290",41794.657385515
"5291",23740.3944169929
"5292",23105.1167494209
"5293",29499.0420231757
"5294",30094.1936094466
"5295",44008.2788565071
"5296",13105.5818404775
"5297",13722.8251661398
"5298",156039.924520672
"5299",35959.4563764728
"5300",NA
"5301",16403.3715681383
"5302",22934.7839062064
"5303",39979.613199233
"5304",23238.2642737858
"5305",24313.9052864682
"5306",25356.0115607839
"5307",24352.5100719859
"5308",42809.093628977
"5309",43486.404947615
"5310",11249.1928586181
"5311",8444.95550263075
"5312",NA
"5313",83835.2746739004
"5314",64815.2288249934
"5315",20305.5689127721
"5316",28788.4278542549
"5317",34686.7584195778
"5318",27916.2820767437
"5319",83748.7297762521
"5320",33457.5077761698
"5321",58591.9899476854
"5322",78804.3248983167
"5323",18542.8361265967
"5324",24406.1899400049
"5325",18403.7232046262
"5326",22155.0520459117
"5327",264788.597464362
"5328",64990.9239360882
"5329",151639.759147456
"5330",61165.0490689128
"5331",20288.2067871384
"5332",7136.26140269482
"5333",20406.586592431
"5334",42388.3111928294
"5335",42559.0111184071
"5336",26655.3161573118
"5337",19301.3888998264
"5338",27612.3817219308
"5339",153387.688197692
"5340",13329.6834153702
"5341",14915.9140233492
"5342",13581.133872279
"5343",19218.0366707948
"5344",22662.4776039262
"5345",19044.7469332018
"5346",20342.3334122684
"5347",31783.3855643278
"5348",NA
"5349",23541.6835823139
"5350",5974.35686162314
"5351",6946.4595702392
"5352",10646.6333577626
"5353",18861.6729258199
"5354",10069.0968957383
"5355",118687.378582659
"5356",24428.2226539791
"5357",22157.2934846958
"5358",44016.1879049568
"5359",23828.9339174637
"5360",32851.7720898804
"5361",23480.140787028
"5362",76858.3892334282
"5363",35601.0235040952
"5364",13671.5254890725
"5365",25085.8320523646
"5366",NA
"5367",NA
"5368",41020.9135720628
"5369",NA
"5370",8715.7121419102
"5371",NA
"5372",21778.4565794839
"5373",33035.6205490636
"5374",36225.3291671901
"5375",15902.2702948382
"5376",12499.9194775853
"5377",60370.239062874
"5378",60327.8577895502
"5379",18032.150146581
"5380",15656.9952089237
"5381",50328.7302638568
"5382",19071.1652789706
"5383",357899.541060046
"5384",66276.7575352545
"5385",10875.145369816
"5386",44916.6823133645
"5387",43164.4825498559
"5388",14280.3561204955
"5389",40124.8388649698
"5390",26652.4887084589
"5391",41430.3949618809
"5392",26160.2623843967
"5393",17540.1211279593
"5394",50779.5008623236
"5395",29425.2471583903
"5396",24148.8926003383
"5397",8990.73378269002
"5398",28178.8971383614
"5399",8359.65657221022
"5400",6730.90042870904
"5401",NA
"5402",NA
"5403",13519.4078610409
"5404",15762.2894531259
"5405",10147.9445723533
"5406",47619.7257008211
"5407",44069.1014658515
"5408",10226.4851097521
"5409",19253.1017234977
"5410",17036.8890666917
"5411",5325.89618069515
"5412",59253.486308338
"5413",20021.609201701
"5414",23050.0103048082
"5415",20702.6733992107
"5416",43916.7098826261
"5417",9909.35407854668
"5418",5199.14222461544
"5419",300531.363327602
"5420",NA
"5421",26580.605312646
"5422",37405.3001056932
"5423",24059.1835585952
"5424",31278.7073749094
"5425",11664.3158851061
"5426",29281.4338017806
"5427",20632.4770761208
"5428",29446.072660542
"5429",15175.910903463
"5430",15898.2602431355
"5431",42578.1409188469
"5432",36685.9132065843
"5433",27649.8204063961
"5434",22781.5315191888
"5435",30127.9573132346
"5436",16456.3695353106
"5437",16651.2624715984
"5438",20653.3435607685
"5439",38345.5377279878
"5440",51858.6210037548
"5441",24656.6611827837
"5442",20034.6388700299
"5443",57450.3624109261
"5444",15199.2853559906
"5445",14191.967262526
"5446",14385.722583275
"5447",16335.3101265734
"5448",18437.8794935511
"5449",20043.4359506763
"5450",15345.2777187587
"5451",15479.0500450478
"5452",21556.0002430547
"5453",24102.4677459173
"5454",46247.6363196647
"5455",4448.40442308084
"5456",20313.0241432912
"5457",37683.2260907728
"5458",47750.0798385089
"5459",17452.5542446899
"5460",19892.5438204134
"5461",21209.2890569109
"5462",20353.9333377217
"5463",60829.1817937153
"5464",31963.3250352761
"5465",9448.66712724282
"5466",43678.2914278607
"5467",26470.450590331
"5468",27090.002255262
"5469",13844.2518231825
"5470",18108.8136590688
