"","X","sale_price","size","Address","Cities","Postal.Code","State","lon","lat","Full.Address","sqft","bath","bed","psf","Predicted.Occupancy.per.yr","ROI"
"2622",2622,1374000,"3bd3ba","1719 N Burling St","Chicago",60614,"IL",-87.6468838,41.9133356,"1719 n burling st, chicago, il 60614, usa",NA,3,3,NA,179.7618655,0.0215548246700226
"2623",2623,345000,"5bd3ba1,791 sqft","1350 N Parkside Ave","Chicago",60651,"IL",-87.7672814,41.9054385,"1350 n parkside ave, chicago, il 60651, usa",1791,3,5,192.63,194.0092477,NA
"2624",2624,1600000,"4bd4ba3,515 sqft","1735 N Hermitage Ave","Chicago",60622,"IL",-87.6711275,41.9134697,"1735 n hermitage ave, chicago, il 60622, usa",3515,4,4,455.19,183.4071998,0.0248314334529369
"2625",2625,849900,"10bd5ba","2700 W 24th Pl","Chicago",60608,"IL",-87.6930376,41.8475651,"2700 w 24th pl, chicago, il 60608, usa",NA,5,10,NA,162.1064005,0.0314820120014395
"2626",2626,230000,"2bd2ba1,100 sqft","5420 N Sheridan Rd","Chicago",60640,"IL",-87.6554706,41.9806647,"5420 n sheridan rd, chicago, il 60640, usa",1100,2,2,209.09,189.4079659,0.0959891621625222
"2627",2627,369000,"6bd3ba","7424 S Calumet Ave","Chicago",60619,"IL",-87.6170856,41.7594092,"7424 s calumet ave, chicago, il 60619, usa",NA,3,6,NA,176.8821809,0.131480366757628
"2628",2628,349900,"2bd2ba1,290 sqft","5943 N Central Park Ave","Chicago",60659,"IL",-87.7185508,41.989711,"5943 n central park ave, chicago, il 60659, usa",1290,2,2,271.24,177.7914199,0.0363729707761346
"2629",2629,269000,"3bd2ba975 sqft","10036 S Washtenaw Ave","Chicago",60655,"IL",-87.6894505,41.7106919,"10036 s washtenaw ave., chicago, il 60655, usa",975,2,3,275.9,180.1263064,NA
"2630",2630,675000,"3bd3ba1,800 sqft","3763 N Wilton Ave","Chicago",60613,"IL",-87.6530437,41.9509465,"3763 n wilton ave, chicago, il 60613, usa",1800,3,3,375,184.6782068,0.0437086352760847
"2631",2631,1045900,"9bd6ba","4051 S Prairie Ave","Chicago",60653,"IL",-87.619461,41.820601,"4051 s prairie ave, chicago, il 60615, usa",NA,6,9,NA,169.2904019,0.0517700037803457
"2632",2632,795000,"3bd2ba2,200 sqft","1021 W Barry Ave","Chicago",60657,"IL",-87.6549488,41.9379262,"1021 w barry ave, chicago, il 60657, usa",2200,2,3,361.36,165.3720403,0.0352930282564116
"2633",2633,165000,"3bd1ba979 sqft","2618 Osceola Ave","Columbus",43211,"OH",-82.9893926,40.0182877,"2618 osceola ave, columbus, oh 43211, usa",979,1,3,168.54,221.4213857,0.0929575756092782
"2634",2634,169000,"4bd1ba1,066 sqft","1145 Aberdeen Ave","Columbus",43211,"OH",-82.9807954,40.021167,"1145 aberdeen ave, columbus, oh 43211, usa",1066,1,4,158.54,158.1662927,0.0830866981143538
"2635",2635,59900,"2bd1ba854 sqft","1053 Kelton Ave","Columbus",43206,"OH",-82.9602165,39.9448501,"1053 kelton ave, columbus, oh 43206, usa",854,1,2,70.14,186.8982632,0.166964285430224
"2636",2636,130000,"2bd1ba768 sqft","1344 Acton Rd","Columbus",43224,"OH",-82.9788638,40.0398321,"1344 acton rd, columbus, oh 43224, usa",768,1,2,169.27,181.1424994,0.0561890099222645
"2637",2637,239900,"3bd1ba1,008 sqft","924 S James Rd","Columbus",43227,"OH",-82.9148785,39.952307,"924 s james rd, columbus, oh 43227, usa",1008,1,3,238,167.28315,NA
"2638",2638,220000,"3bd2ba912 sqft","1297 Marble Dr","Columbus",43227,"OH",-82.8723486,39.9489185,"1297 marble dr, columbus, oh 43227, usa",912,2,3,241.23,199.9880311,NA
"2639",2639,239000,"3bd1ba1,264 sqft","5457 Sharon Park Ave","Columbus",43214,"OH",-83.008168,40.0753278,"5457 sharon park ave, columbus, oh 43214, usa",1264,1,3,189.08,249.6929043,0.124921076459705
"2640",2640,295000,"4bd3ba1,770 sqft (on 0.32 acres)","5465 Sharon Park Ave","Columbus",43214,"OH",-83.008126,40.0755245,"5465 sharon park ave, columbus, oh 43214, usa",1770,3,4,166.67,242.711763,0.131170134412923
"2641",2641,259900,"2bd3ba2,280 sqft","4080 Kendra Ct","Columbus",43220,"OH",-83.042496,40.042533,"4080 kendra ct, columbus, oh 43220, usa",2280,3,2,113.99,214.8934296,NA
"2642",2642,3e+05,"4bd3ba2,228 sqft (on 0.35 acres)","5770 Firwood Pl","Columbus",43229,"OH",-82.9816142,40.0844986,"5770 firwood pl, columbus, oh 43229, usa",2228,3,4,134.65,185.8129988,NA
"2643",2643,329900,"5bd4ba2,445 sqft","44 Brunson Ave","Columbus",43203,"OH",-82.953365,39.9686616,"44 brunson ave, columbus, oh 43203, usa",2445,4,5,134.93,214.2317885,0.161686474598288
"2644",2644,328900,"3bd3ba2,256 sqft (on 0.25 acres)","1815 Kenwick Rd","Columbus",43209,"OH",-82.9205317,39.933106,"1815 kenwick rd, columbus, oh 43209, usa",2256,3,3,145.79,155.443726,NA
"2645",2645,189900,"3bd1ba925 sqft","2553 Gatewood Rd","Columbus",43219,"OH",-82.9238309,40.0241993,"2553 gatewood rd, columbus, oh 43219, usa",925,1,3,205.3,203.0274781,0.0776899951428615
"2646",2646,349900,"4bd3ba2,638 sqft","5137 Northtowne Blvd","Columbus",43229,"OH",-82.9629048,40.0734609,"5137 northtowne blvd, columbus, oh 43229, usa",2638,3,4,132.64,175.7949041,NA
"2647",2647,319900,"3bd3ba1,578 sqft","5325 Torchwood Loop W","Columbus",43229,"OH",-82.9634508,40.0773593,"5325 torchwood loop w, columbus, oh 43229, usa",1578,3,3,202.72,209.1635727,0.046831325076497
"2648",2648,219900,"4bd1ba1,600 sqft","2573 Queenswood Ct","Columbus",43219,"OH",-82.9393792,40.0043684,"2573 queenswood ct, columbus, oh 43219, usa",1600,1,4,137.44,223.4588471,0.108816362924076
"2649",2649,299000,"5bd2ba1,474 sqft","590 Knights Ave","Gahanna",43230,"OH",-82.8983155,40.024152,"590 knights ave, columbus, oh 43230, usa",1474,2,5,202.85,211.0764864,0.112597657476453
"2650",2650,285000,"3bd2ba1,447 sqft","292 Empire Dr","Columbus",43230,"OH",-82.8963394,40.0262638,"292 empire dr, columbus, oh 43230, usa",1447,2,3,196.96,197.2829372,0.0429176916077467
"2651",2651,569000,"3bd2ba2,004 sqft","1339 Ashland Ave","Columbus",43212,"OH",-83.050506,39.9844372,"1339 ashland ave, columbus, oh 43212, usa",2004,2,3,283.93,152.0212029,0.0318603311790598
"2652",2652,450000,"4bd2ba1,906 sqft","1904 Malvern Rd","Upper arlington",43221,"OH",-83.0683729,39.994288,"1904 malvern rd, columbus, oh 43221, usa",1906,2,4,236.1,142.4234117,0.0778581317292211
"2653",2653,399000,"2bd4ba1,620 sqft","2204 Partlow Dr","Upper arlington",43220,"OH",-83.0787579,40.055544,"2204 partlow dr, columbus, oh 43220, usa",1620,4,2,246.3,228.843978,NA
"2654",2654,179900,"3bd1ba900 sqft","3828 Elbern Ave","Columbus",43213,"OH",-82.8983995,39.9674253,"3828 elbern ave, columbus, oh 43213, usa",900,1,3,199.89,230.2033971,NA
"2655",2655,399900,"3bd2ba1,640 sqft","446 Colonial Ave","Worthington",43085,"OH",-83.0064051,40.0819554,"446 colonial ave, worthington, oh 43085, usa",1640,2,3,243.84,211.9822503,0.0490994146789938
"2656",2656,159000,"4bd2ba1,200 sqft","4111 Walford St","Columbus",43224,"OH",-82.9630308,40.0521063,"4111 walford st, columbus, oh 43224, usa",1200,2,4,132.5,127.5744846,0.133725874794401
"2657",2657,184900,"3bd1ba884 sqft","3860 Signal Dr","Columbus",43232,"OH",-82.859414,39.8989337,"3860 signal dr, columbus, oh 43232, usa",884,1,3,209.16,222.1076888,NA
"2658",2658,179900,"3bd2ba1,284 sqft","391 Postle Blvd","Columbus",43228,"OH",-83.1365245,39.9438096,"391 postle blvd, columbus, oh 43228, usa",1284,2,3,140.11,165.1359314,NA
"2659",2659,205900,"3bd3ba1,092 sqft","6960 Groveton Way","Reynoldsburg",43068,"OH",-82.8137127,39.9192379,"6960 groveton way, reynoldsburg, oh 43068, usa",1092,3,3,188.55,188.9425718,NA
"2660",2660,459900,"4bd3ba2,396 sqft","3138 Rock Fence Dr","Columbus",43221,"OH",-83.1006134,40.0238624,"3138 rock fence dr, columbus, oh 43221, usa",2396,3,4,191.94,179.7107008,0.0568947119720868
"2661",2661,295500,"3bd3ba1,552 sqft","1656 Galleon Blvd","Hilliard",43026,"OH",-83.1618642,39.9849991,"1656 galleon blvd, hilliard, oh 43026, usa",1552,3,3,190.4,178.8114353,NA
"2662",2662,174900,"3bd3ba1,452 sqft","5283 Marci Way","Columbus",43228,"OH",-83.1444914,39.9325567,"5283 marci way, columbus, oh 43228, usa",1452,3,3,120.45,156.3410853,NA
"2663",2663,250000,"3bd3ba1,356 sqft","2957 Grandwoods Cir","Dublin",43017,"OH",-83.0959187,40.0824688,"2957 grandwoods cir, dublin, oh 43017, usa",1356,3,3,184.37,232.3317338,NA
"2664",2664,190000,"2bd2ba1,093 sqft","2303 Vicente Ct","Columbus",43235,"OH",-83.0786253,40.096477,"2303 vicente ct, columbus, oh 43235, usa",1093,2,2,173.83,234.961331,0.115007388348497
"2665",2665,249900,"2bd2ba1,224 sqft","7246 Bride Water Blvd","Columbus",43235,"OH",-83.0579099,40.1061151,"7246 bride water blvd, columbus, oh 43235, usa",1224,2,2,204.17,234.7180743,0.0441446558339748
"2666",2666,379900,"4bd3ba2,249 sqft","299 Willowdown Ct","Columbus",43235,"OH",-83.0080001,40.1231177,"299 willowdown ct, columbus, oh 43235, usa",2249,3,4,168.92,176.3256248,NA
"2667",2667,254900,"2bd1ba1,080 sqft","4 Hanford St","Columbus",43206,"OH",-82.9956495,39.9369654,"4 hanford st, columbus, oh 43206, usa",1080,1,2,236.02,204.8831128,0.0489858277197222
"2668",2668,284900,"2bd3ba1,332 sqft","4743 Perlman St","Columbus",43228,"OH",-83.1373205,40.0122807,"4743 perlman st, columbus, oh 43228, usa",1332,3,2,213.89,177.6312761,NA
"2669",2669,725000,"2bd3ba1,899 sqft","500 S Parkview Ave","Bexley",43209,"OH",-82.9417944,39.958125,"500 s parkview ave, columbus, oh 43209, usa",1899,3,2,381.78,159.1317423,NA
"2670",2670,24999,"2bd928 sqft","1991 Woodland Ave","Columbus",43219,"OH",-82.9539996,40.0089691,"1991 woodland ave, columbus, oh 43219, usa",928,NA,2,26.94,194.9063549,NA
"2671",2671,239900,"2bd2ba1,264 sqft","1785 Northwest Blvd","Columbus",43212,"OH",-83.0443643,39.9941171,"1785 northwest blvd, columbus, oh 43212, usa",1264,2,2,189.79,171.9027427,0.0573189988583406
"2672",2672,269900,"3bd2ba1,458 sqft","1548 Sandringham Ct","Columbus",43220,"OH",-83.0609028,40.0500525,"1548 sandringham ct, columbus, oh 43220, usa",1458,2,3,185.12,153.9830241,NA
"2673",2673,274900,"2bd1ba1,133 sqft","2109 W 5th Ave","Columbus",43212,"OH",-83.0632776,39.9892538,"2109 w 5th ave, columbus, oh 43212, usa",1133,1,2,242.63,203.946474,NA
"2674",2674,1300000,"4bd3ba3,784 sqft (on 0.48 acres)","2343 Cambridge Blvd","Columbus",43221,"OH",-83.0711616,39.9965101,"2343 cambridge blvd, columbus, oh 43221, usa",3784,3,4,343.55,183.9115546,0.0348017249485586
"2675",2675,225000,"2bd2ba1,190 sqft","6261 Needletail Rd","Columbus",43230,"OH",-82.8512783,40.057382,"6261 needletail rd, columbus, oh 43230, usa",1190,2,2,189.08,205.3951592,0.062053246502044
"2676",2676,249000,"Studio2,079 sqft","927-929 S Harris Ave","Columbus",43204,"OH",-83.0740481,39.9356962,"927 s harris ave #929, columbus, oh 43204, usa",2079,NA,1,119.77,185.5505551,NA
"2677",2677,445900,"Studio3,168 sqft","857 Wilson Ave","Columbus",43206,"OH",-82.967652,39.948046,"857 wilson ave, columbus, oh 43206, usa",3168,NA,1,140.75,147.9800764,0.00774810425133097
"2678",2678,455000,"2bd2ba1,410 sqft","367 Auden Ave","Columbus",43215,"OH",-82.9950499,39.9793196,"367 auden ave, columbus, oh 43215, usa",1410,2,2,322.7,181.8144855,0.0258976185662178
"2679",2679,35000,"2bd1ba1,030 sqft","254 N Eureka Ave","Columbus",43204,"OH",-83.0656471,39.9606343,"254 n eureka ave, columbus, oh 43204, usa",1030,1,2,33.98,279.2028546,NA
"2680",2680,85000,"2bd1ba814 sqft","1586 Safford Ave","Columbus",43223,"OH",-83.0404694,39.9458965,"1586 safford ave, columbus, oh 43223, usa",814,1,2,104.42,192.4408414,0.0486762128197505
"2681",2681,75000,"2bd1ba1,056 sqft","580 Ryan Ave","Columbus",43223,"OH",-83.0406058,39.9453555,"580 ryan ave, columbus, oh 43223, usa",1056,1,2,71.02,166.1882746,0.0476406387264955
"2682",2682,294900,"2bd2ba1,040 sqft","1576 Greenway Ave","Columbus",43203,"OH",-82.9602585,39.974316,"1576 greenway ave, columbus, oh 43203, usa",1040,2,2,283.56,248.8584627,0.040749741121508
"2683",2683,140000,"4bd2ba1,550 sqft","36 N Westgate Ave","Columbus",43204,"OH",-83.0829648,39.9553608,"36 n westgate ave, columbus, oh 43204, usa",1550,2,4,90.32,244.3833229,0.157336310746577
"2684",2684,199900,"3bd1ba1,534 sqft","2638 Beulah Rd","Columbus",43211,"OH",-82.9937694,40.0182436,"2638 beulah rd, columbus, oh 43211, usa",1534,1,3,130.31,181.1402048,0.066792677639092
"2685",2685,167900,"3bd2ba1,040 sqft","600 Whitethorne Ave","Columbus",43223,"OH",-83.0552039,39.9433961,"600 whitethorne ave, columbus, oh 43223, usa",1040,2,3,161.44,214.1908842,NA
"2686",2686,425000,"4bd2ba2,105 sqft","2510 Dover Rd","Columbus",43209,"OH",-82.9297144,39.9469052,"2510 dover rd, columbus, oh 43209, usa",2105,2,4,201.9,254.0415745,0.0448308660920301
"2687",2687,134900,"2bd1ba768 sqft","289 S Hampton Rd","Columbus",43213,"OH",-82.9102127,39.9661534,"289 s hampton rd, columbus, oh 43213, usa",768,1,2,175.65,160.7432126,0.0428966319688044
"2688",2688,239900,"4bd3ba2,030 sqft","3636 Kirkwood Rd","Columbus",43227,"OH",-82.8979791,39.9416491,"3636 kirkwood rd, columbus, oh 43227, usa",2030,3,4,118.18,211.8245535,NA
"2689",2689,399000,"4bd2ba2,154 sqft","485 E Lincoln Ave","Columbus",43214,"OH",-83.0055656,40.0747721,"485 e lincoln ave, columbus, oh 43214, usa",2154,2,4,185.24,191.4400583,0.0764937719579286
"2690",2690,249900,"4bd2ba1,531 sqft","5013 Folger Dr","Columbus",43227,"OH",-82.861938,39.9468598,"5013 folger dr, columbus, oh 43227, usa",1531,2,4,163.23,214.1442975,0.0608413170192053
"2691",2691,285000,"3bd2ba1,924 sqft (on 0.27 acres)","5424 Rockwood Rd","Columbus",43229,"OH",-82.9853093,40.0768335,"5424 rockwood rd, columbus, oh 43229, usa",1924,2,3,148.13,241.9793058,NA
"2692",2692,289000,"3bd2ba2,076 sqft","1711 Calgary Dr","Columbus",43229,"OH",-82.9704648,40.1003339,"1711 calgary dr, columbus, oh 43229, usa",2076,2,3,139.21,232.2249364,0.116916014705622
"2693",2693,191800,"Studio832 sqft","4237 Morsetown Ct W","Columbus",43224,"OH",-82.9361663,40.0571558,"4237 morsetown ct w, columbus, oh 43224, usa",832,NA,1,230.53,172.1460226,NA
"2694",2694,138900,"2bd1ba874 sqft","1088 Merrimar Cir S","Columbus",43220,"OH",-83.0475906,40.054127,"1088 merrimar cir s, columbus, oh 43220, usa",874,1,2,158.92,135.1278518,0.0851237367625587
"2695",2695,129900,"2bd1ba890 sqft","1088 Merrimar Cir S","Columbus",43220,"OH",-83.0475906,40.054127,"1088 merrimar cir s, columbus, oh 43220, usa",890,1,2,145.96,224.3185946,0.151099900145404
"2696",2696,310000,"3bd1ba1,078 sqft","579 Kenbrook Dr","Worthington",43085,"OH",-83.002963,40.0780815,"579 kenbrook dr, worthington, oh 43085, usa",1078,1,3,287.57,163.6245047,0.0657137123523797
"2697",2697,799900,"3bd5ba2,252 sqft (on 0.57 acres)","530 Plymouth St","Worthington",43085,"OH",-83.0113999,40.0847673,"530 plymouth st, worthington, oh 43085, usa",2252,5,3,355.2,216.6978226,0.0342865585287467
"2698",2698,785000,"4bd4ba2,015 sqft (on 1.18 acres)","6280 Linworth Rd","Worthington",43085,"OH",-83.0491757,40.0925596,"6280 linworth rd, worthington, oh 43085, usa",2015,4,4,389.58,192.7916634,0.0334008486939092
"2699",2699,175000,"4bd1ba1,122 sqft","338 Yarmouth Ln","Columbus",43228,"OH",-83.1243329,39.9597406,"338 yarmouth ln, columbus, oh 43228, usa",1122,1,4,155.97,178.6667132,NA
"2700",2700,234000,"4bd2ba1,372 sqft","6918 Brockland Dr","Reynoldsburg",43068,"OH",-82.8146388,39.917498,"6918 brockland dr, reynoldsburg, oh 43068, usa",1372,2,4,170.55,183.5402352,NA
"2701",2701,339900,"3bd2ba1,718 sqft","3680 Sugar Loaf Ct","Columbus",43221,"OH",-83.1151562,40.0553947,"3680 sugar loaf ct, columbus, oh 43221, usa",1718,2,3,197.85,194.5883968,NA
"2702",2702,154850,"3bd1ba902 sqft","1722 Hollow Run Dr","Columbus",43223,"OH",-83.0887504,39.9189168,"1722 hollow run dr, columbus, oh 43223, usa",902,1,3,171.67,170.3957687,NA
"2703",2703,315000,"3bd3ba1,714 sqft","5716 Silver Spurs Ln","Galloway",43119,"OH",-83.1498867,39.9378497,"5716 silver spurs ln, galloway, oh 43119, usa",1714,3,3,183.78,206.581317,NA
"2704",2704,319900,"4bd2ba1,814 sqft","3000 Tenabo Ave","Columbus",43231,"OH",-82.9376774,40.088598,"3000 tenabo ave, columbus, oh 43231, usa",1814,2,4,176.35,207.3328916,NA
"2705",2705,370000,"3bd2ba1,900 sqft","1463 Buckpoint Ln","Worthington",43085,"OH",-82.9773311,40.1233505,"1463 buckpoint ln, worthington, oh 43085, usa",1900,2,3,194.74,234.1003335,0.0593159628748524
"2706",2706,325000,"3bd2ba1,530 sqft","8652 Broadacre Dr","Powell",43065,"OH",-83.0629316,40.1344571,"8652 broadacre dr, powell, oh 43065, usa",1530,2,3,212.42,224.52817,NA
"2707",2707,559900,"4bd3ba3,072 sqft (on 0.34 acres)","1395 Linbrook Ct","Columbus",43235,"OH",-83.0537778,40.1069984,"1395 linbrook ct, columbus, oh 43235, usa",3072,3,4,182.26,221.4595774,0.0419266211914865
"2708",2708,239500,"3bd3ba1,966 sqft","3173 El Nino Dr","Columbus",43204,"OH",-83.0898823,39.976615,"3173 el nino dr, columbus, oh 43204, usa",1966,3,3,121.82,151.5353361,NA
"2709",2709,280000,"3bd3ba2,088 sqft","5385 Blanchard Dr","Canal winchester",43110,"OH",-82.8273506,39.8696558,"5385 blanchard dr, canal winchester, oh 43110, usa",2088,3,3,134.1,197.9605731,NA
"2710",2710,464900,"3bd3ba2,137 sqft","Lot 1 Limewood Dr","Westerville",43081,"OH",-82.8386312,40.1046637,"limewood dr, rocky fork-blacklick, oh 43081, usa",2137,3,3,217.55,167.3734636,NA
"2711",2711,224900,"2bd3ba1,802 sqft","4792 Crazy Horse Ln","Westerville",43081,"OH",-82.8879615,40.0871561,"4792 crazy horse ln, westerville, oh 43081, usa",1802,3,2,124.81,220.7311297,NA
"2712",2712,355000,"3bd3ba2,068 sqft","4066 Greenup Dr","Columbus",43207,"OH",-82.9583473,39.8838681,"4066 greenup dr, columbus, oh 43207, usa",2068,3,3,171.66,182.2310771,0.0585192754573285
"2713",2713,464900,"3bd3ba2,137 sqft","5995 Limewood Dr","Westerville",43081,"OH",-82.8389659,40.1047743,"5995 limewood dr, westerville, oh 43081, usa",2137,3,3,217.55,239.7484933,NA
"2714",2714,87500,"2bd1ba900 sqft","646 Cherry Ridge Rd","Columbus",43228,"OH",-83.1314707,39.9384579,"646 cherry ridge rd, columbus, oh 43228, usa",900,1,2,97.22,204.536608,NA
"2715",2715,74000,"3bd2ba1,280 sqft","434 Chambersburg Rd","Columbus",43207,"OH",-82.9900748,39.8790162,"434 chambersburg rd, columbus, oh 43207, usa",1280,2,3,57.81,180.1319169,NA
"2716",2716,291500,"Studio2,296 sqft","341-343 E 18th Ave","Columbus",43201,"OH",-82.999101,40.0021706,"341 e 18th ave, columbus, oh 43201, usa",2296,NA,1,126.96,141.4549244,0.0117613362967171
"2717",2717,1299000,"5bd5ba3,730 sqft (on 0.39 acres)","2044 Scioto Pointe Dr","Columbus",43221,"OH",-83.0757531,39.9972835,"2044 scioto pointe dr, columbus, oh 43221, usa",3730,5,5,348.26,187.6981585,NA
"2718",2718,385000,"Studio3,456 sqft (on 0.25 acres)","690 Kingsford Rd","Columbus",43204,"OH",-83.094745,39.9395691,"690 kingsford rd, columbus, oh 43204, usa",3456,NA,1,111.4,227.0255761,NA
"2719",2719,364900,"3bd2ba1,442 sqft","4929 Farview Rd","Columbus",43231,"OH",-82.9336125,40.0753903,"4929 farview rd, columbus, oh 43231, usa",1442,2,3,253.05,200.6352433,0.0547087057075218
"2720",2720,149900,"3bd1ba1,308 sqft","739 Berkeley Rd","Columbus",43205,"OH",-82.9570241,39.9516439,"739 berkeley rd, columbus, oh 43205, usa",1308,1,3,114.6,166.913504,0.0982075210342048
"2721",2721,650000,"4bd3ba2,319 sqft","1235 Harrison Ave","Columbus",43201,"OH",-83.0142015,39.9865729,"1235 harrison ave, columbus, oh 43201, usa",2319,3,4,280.29,204.3135987,0.0402380215557982
"2722",2722,174900,"3bd2ba1,138 sqft","134 S Oakley Ave","Columbus",43204,"OH",-83.0627114,39.952632,"134 s oakley ave, columbus, oh 43204, usa",1138,2,3,153.69,168.9693379,NA
"2723",2723,239900,"3bd2ba1,400 sqft","119 W North Broadway","Columbus",43202,"OH",-83.0193321,40.0313937,"119 w n broadway, columbus, oh 43214, usa",1400,2,3,171.36,168.6305725,0.078800988313158
"2724",2724,559900,"4bd3ba1,848 sqft","502 E Beck St","Columbus",43206,"OH",-82.9845745,39.9502814,"502 e beck st, columbus, oh 43206, usa",1848,3,4,302.98,164.6390935,0.0392879874678778
"2725",2725,139900,"2bd1ba880 sqft","1898 Eddystone Ave","Columbus",43224,"OH",-82.9616867,40.0286608,"1898 eddystone ave, columbus, oh 43224, usa",880,1,2,158.98,161.3874813,0.0471049951275402
"2726",2726,439000,"3bd3ba1,668 sqft","28 W Schreyer Pl","Columbus",43214,"OH",-83.0209268,40.0524626,"28 w schreyer pl, columbus, oh 43214, usa",1668,3,3,263.19,163.2607492,0.0368425799123891
"2727",2727,119999,"2bd1ba1,062 sqft","671 Lock Ave","Columbus",43207,"OH",-82.9773101,39.9148119,"671 lock ave, columbus, oh 43207, usa",1062,1,2,112.99,260.3159181,NA
"2728",2728,124900,"2bd1ba1,008 sqft","1072 Whitethorne Ave","Columbus",43223,"OH",-83.0547844,39.9339446,"1072 whitethorne ave, columbus, oh 43223, usa",1008,1,2,123.91,271.2569226,NA
"2729",2729,216000,"2bd2ba1,409 sqft","1757 Connors Point Dr","Columbus",43220,"OH",-83.0653135,40.0626728,"1757 connors point dr, columbus, oh 43220, usa",1409,2,2,153.3,153.2193473,NA
"2730",2730,275000,"3bd3ba1,520 sqft","5940 Leafridge Ln","Columbus",43232,"OH",-82.8394288,39.9221888,"5940 leafridge ln, columbus, oh 43232, usa",1520,3,3,180.92,251.2907884,NA
"2731",2731,175000,"4bd2ba1,120 sqft","1140 Eureka Blvd","Columbus",43223,"OH",-83.0632147,39.9316136,"1140 eureka blvd, columbus, oh 43223, usa",1120,2,4,156.25,231.6451451,NA
"2732",2732,229500,"4bd2ba912 sqft","3535 Clearwater Dr","Columbus",43232,"OH",-82.8609705,39.9051429,"3535 clearwater dr, columbus, oh 43232, usa",912,2,4,251.64,180.9728609,0.0820094881544985
"2733",2733,390000,"3bd3ba2,221 sqft (on 0.35 acres)","2450 Merbrook Rd","Columbus",43235,"OH",-83.0618516,40.1008107,"2450 merbrook rd, columbus, oh 43235, usa",2221,3,3,175.6,147.2009349,NA
"2734",2734,3e+05,"3bd3ba1,582 sqft","5661 English Rose Dr","Galloway",43119,"OH",-83.1532791,39.9571423,"5661 english rose dr, galloway, oh 43119, usa",1582,3,3,189.63,232.4032098,NA
"2735",2735,229900,"2bd2ba1,566 sqft","2317 McCauley Ct","Columbus",43220,"OH",-83.0796501,40.0641492,"2317 mccauley ct, columbus, oh 43220, usa",1566,2,2,146.81,203.12379,NA
"2736",2736,379000,"4bd3ba1,707 sqft","7665 Smoketree Ct","Columbus",43235,"OH",-83.0744952,40.1169625,"7665 smoketree ct, columbus, oh 43235, usa",1707,3,4,222.03,242.0061076,NA
"2737",2737,5e+05,"3bd4ba2,975 sqft","4939 Stonehaven Dr","Columbus",43220,"OH",-83.0842362,40.058807,"4939 stonehaven dr, upper arlington, oh 43220, usa",2975,4,3,168.07,178.6380302,NA
"2738",2738,219900,"2bd2ba1,224 sqft","4653 Orwell Dr","Columbus",43220,"OH",-83.056745,40.0528773,"4653 orwell dr, columbus, oh 43220, usa",1224,2,2,179.66,220.1304777,0.0287801329378121
"2739",2739,235000,"2bd2ba1,250 sqft","6259 Albany Brooke Dr","Westerville",43081,"OH",-82.850204,40.097002,"6259 albany brooke dr, westerville, oh 43081, usa",1250,2,2,188,171.2335516,0.0514064981632813
"2740",2740,179900,"7bd3ba2,201 sqft","2738 Cleveland Ave","Columbus",43224,"OH",-82.9643748,40.0233208,"2738 cleveland ave, columbus, oh 43224, usa",2201,3,7,81.74,188.6921222,0.149901329258116
"2741",2741,379900,"3bd3ba1,857 sqft","5922 Tarrycrest Dr","Westerville",43081,"OH",-82.8587409,40.0948062,"5922 tarrycrest dr, westerville, oh 43081, usa",1857,3,3,204.58,235.8925808,NA
"2742",2742,339900,"2bd2ba1,032 sqft","697 Miller Ave","Columbus",43205,"OH",-82.961444,39.952097,"697 miller ave, columbus, oh 43205, usa",1032,2,2,329.36,213.3779956,0.0367441923873107
"2743",2743,320000,"3bd2ba1,289 sqft","207 Oakford St","Reynoldsburg",43068,"OH",-82.8098818,39.978843,"207 oakford st, reynoldsburg, oh 43068, usa",1289,2,3,248.25,197.1718967,NA
"2744",2744,399000,"2bd3ba1,380 sqft","1489 N 5th St","Columbus",43201,"OH",-82.9981355,39.9937332,"1489 n 5th st, columbus, oh 43201, usa",1380,3,2,289.13,219.6294885,0.0302595906700248
"2745",2745,339900,"Studio1,744 sqft","142 E Gates St","Columbus",43206,"OH",-82.9918875,39.9377079,"142 e gates st, columbus, oh 43206, usa",1744,NA,1,194.9,230.3318731,0.0231098796266612
"2746",2746,280000,"Studio2,436 sqft","827 Sullivant Ave","Columbus",43223,"OH",-83.0215143,39.9530722,"827 sullivant ave, columbus, oh 43223, usa",2436,NA,1,114.94,206.5809686,0.0153779271228081
"2747",2747,170000,"2bd2ba870 sqft","1577 Lafayette Dr","Columbus",43220,"OH",-83.0625668,40.0484724,"1577 lafayette dr, upper arlington, oh 43220, usa",870,2,2,195.4,218.4261527,NA
"2748",2748,725000,"Studio3,948 sqft","82-84 Chittenden Ave","Columbus",43201,"OH",-83.0048763,39.9959351,"82 chittenden ave #84, columbus, oh 43201, usa",3948,NA,1,183.64,228.9801014,0.0124639590535467
"2749",2749,289900,"2bd1ba1,315 sqft","155 E Jenkins Ave","Columbus",43207,"OH",-82.9915968,39.9331444,"155 e jenkins ave, columbus, oh 43207, usa",1315,1,2,220.46,214.1434076,0.0478603252341928
"2750",2750,316363,"3bd2ba1,528 sqft","1137 Wilson Ave","Columbus",43206,"OH",-82.9681129,39.942175,"1137 wilson ave, columbus, oh 43206, usa",1528,2,3,207.04,230.1902528,0.0584486862410582
