"","X","sale_price","size","Address","Cities","Postal.Code","State","lon","lat","Full.Address","sqft","bath","bed","psf","Predicted.Occupancy.per.yr","ROI"
"2751",2751,289900,"2bd3ba1,206 sqft","330 Parkwood Ave","Columbus",43203,"OH",-82.9588724,39.9739922,"330 parkwood ave, columbus, oh 43203, usa",1206,3,2,240.38,157.9173388,0.0336617438836911
"2752",2752,339900,"2bd2ba1,032 sqft","283 N 18th St","Columbus",43203,"OH",-82.9759931,39.9710367,"283 n 18th st, columbus, oh 43203, usa",1032,2,2,329.36,170.4697567,0.0269659325239726
"2753",2753,2e+05,"Studio2,136 sqft","1862-1864 S 5th St","Columbus",43207,"OH",-82.9914681,39.9243052,"1862 s 5th st #1864, columbus, oh 43207, usa",2136,NA,1,93.63,179.6406441,0.0124251445503599
"2754",2754,140000,"2bd1ba1,068 sqft","1010 E 15th Ave","Columbus",43211,"OH",-82.9803335,39.9990394,"1010 e 15th ave, columbus, oh 43211, usa",1068,1,2,131.09,209.1564332,0.0551110601816024
"2755",2755,149900,"3bd1ba1,232 sqft (on 0.25 acres)","1634 Jefferson Ave","Columbus",43211,"OH",-82.982685,39.998384,"1634 jefferson ave, columbus, oh 43211, usa",1232,1,3,121.67,189.2042781,0.0694211827402361
"2756",2756,369900,"3bd2ba1,486 sqft","169 W North Broadway","Columbus",43202,"OH",-83.020675,40.0314348,"169 w n broadway, columbus, oh 43214, usa",1486,2,3,248.92,215.1210116,0.0651964724252057
"2757",2757,235000,"3bd1ba1,254 sqft","281 Demorest Rd","Columbus",43204,"OH",-83.0903853,39.9482559,"281 demorest rd, columbus, oh 43204, usa",1254,1,3,187.4,213.6961808,0.0950265995285728
"2758",2758,77775,"3bd2ba1,664 sqft","1260 24th Ave","Columbus",43211,"OH",-82.974947,40.006745,"1260 e 24th ave, columbus, oh 43211, usa",1664,2,3,46.74,202.1077472,0.148446223831842
"2759",2759,169900,"3bd1ba1,044 sqft","3046 Grasmere Ave","Columbus",43224,"OH",-82.9818872,40.028013,"3046 grasmere ave, columbus, oh 43224, usa",1044,1,3,162.74,242.268932,0.08555700954303
"2760",2760,172500,"3bd1ba1,064 sqft","209 S Hampton Rd","Columbus",43213,"OH",-82.9100025,39.967817,"209 s hampton rd, columbus, oh 43213, usa",1064,1,3,162.12,259.9652423,0.0813804236686574
"2761",2761,110000,"2bd1ba985 sqft","1338 Clarfield Ave","Columbus",43207,"OH",-82.9594184,39.9006596,"1338 clarfield ave, columbus, oh 43207, usa",985,1,2,111.68,149.4079871,NA
"2762",2762,219000,"4bd2ba1,384 sqft","3846 Eakin Rd","Columbus",43228,"OH",-83.1009068,39.9395768,"3846 eakin rd, columbus, oh 43228, usa",1384,2,4,158.24,163.6381385,NA
"2763",2763,329000,"Studio2,508 sqft (on 0.26 acres)","5572-5574 Chatford Dr","Columbus",43232,"OH",-82.844149,39.9348746,"5572 chatford dr #5574, columbus, oh 43232, usa",2508,NA,1,131.18,179.5982645,NA
"2764",2764,319900,"4bd2ba1,952 sqft (on 0.33 acres)","254 Embassy Ct","Gahanna",43230,"OH",-82.886332,40.023456,"254 embassy ct, columbus, oh 43230, usa",1952,2,4,163.88,247.4159998,NA
"2765",2765,389900,"2bd2ba1,188 sqft (on 0.36 acres)","2241 Fishinger Rd","Upper arlington",43221,"OH",-83.0753758,40.0291762,"2241 fishinger rd, columbus, oh 43221, usa",1188,2,2,328.2,230.7187406,0.0295869121059926
"2766",2766,539900,"4bd3ba2,937 sqft (on 0.25 acres)","201 Greenglade Ave","Worthington",43085,"OH",-83.0224376,40.106228,"201 greenglade ave, worthington, oh 43085, usa",2937,3,4,183.83,173.3813928,0.0648694968371852
"2767",2767,374900,"3bd3ba2,013 sqft (on 0.28 acres)","6841 Highland Pl","Worthington",43085,"OH",-83.0040544,40.1035248,"6841 highland pl, worthington, oh 43085, usa",2013,3,3,186.24,187.6001001,NA
"2768",2768,434999,"6bd3ba2,888 sqft (on 1 acre)","1248 Richter Rd","Columbus",43223,"OH",-83.0352775,39.9256628,"1248 richter rd, columbus, oh 43223, usa",2888,3,6,150.62,187.4158259,NA
"2769",2769,3e+05,"3bd3ba1 sqft","5779 Landsview Dr","Galloway",43119,"OH",-83.1557919,39.9541359,"5779 landsview dr, galloway, oh 43119, usa",1,3,3,3e+05,212.2470968,NA
"2770",2770,225000,"3bd2ba1,188 sqft","2922 Essington Dr","Dublin",43017,"OH",-83.094972,40.082093,"2922 essington dr, dublin, oh 43017, usa",1188,2,3,189.39,225.5698694,NA
"2771",2771,4e+05,"3bd3ba2,570 sqft","3134 Kingstree Ct","Dublin",43017,"OH",-83.1003859,40.0721378,"3134 kingstree ct, dublin, oh 43017, usa",2570,3,3,155.64,158.552409,0.0251206473034162
"2772",2772,324900,"3bd3ba1,155 sqft","4250 Aruba Dr","Columbus",43230,"OH",-82.9079427,40.0658417,"4250 aruba dr, columbus, oh 43230, usa",1155,3,3,281.3,153.5206598,0.0407545611219901
"2773",2773,312750,"3bd2ba1,776 sqft","1191 Tranquil Dr","Columbus",43085,"OH",-82.9852043,40.1196274,"1191 tranquil dr, worthington, oh 43085, usa",1776,2,3,176.1,176.0784652,0.0785385959826494
"2774",2774,319900,"3bd3ba2,795 sqft","5349 Winchester Cathedral Dr","Canal winchester",43110,"OH",-82.8081557,39.8727029,"5349 winchester cathedral dr, canal winchester, oh 43110, usa",2795,3,3,114.45,259.084409,NA
"2775",2775,534900,"4bd3ba3,008 sqft","6320 Zuccaro Dr","Columbus",43228,"OH",-83.1273705,39.9571056,"new rome, oh 43228, usa",3008,3,4,177.83,219.7599124,NA
"2776",2776,509900,"3bd3ba2,510 sqft","6326 Zuccaro Dr","Columbus",43228,"OH",-83.1273705,39.9571056,"new rome, oh 43228, usa",2510,3,3,203.15,190.1642953,NA
"2777",2777,529900,"3bd3ba2,456 sqft","6333 Zuccaro Dr","Columbus",43228,"OH",-83.1273705,39.9571056,"new rome, oh 43228, usa",2456,3,3,215.76,236.0299758,NA
"2778",2778,499900,"3bd3ba2,453 sqft","6335 Patata Dr","Columbus",43228,"OH",-83.1273705,39.9571056,"new rome, oh 43228, usa",2453,3,3,203.79,212.0684684,NA
"2779",2779,62000,"3bd2ba980 sqft","476 Chambersburg Rd","Columbus",43207,"OH",-82.9889412,39.8789076,"476 chambersburg rd, columbus, oh 43207, usa",980,2,3,63.27,223.0713132,NA
"2780",2780,259900,"3bd2ba1,024 sqft","1781 Hobbes Dr","Hilliard",43026,"OH",-83.1558233,39.986668,"1781 hobbes dr, hilliard, oh 43026, usa",1024,2,3,253.81,251.2413746,NA
"2781",2781,219900,"3bd4ba1,768 sqft","2089 Brookhurst Ave","Columbus",43229,"OH",-82.9604174,40.102851,"2089 brookhurst ave, columbus, oh 43229, usa",1768,4,3,124.38,173.6720499,NA
"2782",2782,424900,"Studio4,980 sqft","3099 Sullivant Ave","Columbus",43204,"OH",-83.0814764,39.9429913,"3099 sullivant ave, columbus, oh 43204, usa",4980,NA,1,85.32,193.6764907,NA
"2783",2783,324900,"4bd3ba2,136 sqft","2763 Salem Hills Ct","Pickerington",43147,"OH",-82.7955666,39.927456,"2763 salem hills ct, pickerington, oh 43147, usa",2136,3,4,152.11,210.0389798,NA
"2784",2784,230000,"3bd2ba1,229 sqft","378 E 17th Ave","Columbus",43201,"OH",-82.9980096,40.0014663,"378 e 17th ave, columbus, oh 43201, usa",1229,2,3,187.14,163.556749,0.0480758270035887
"2785",2785,210000,"4bd2ba1,210 sqft","2222 Avalon Pl","Columbus",43219,"OH",-82.944295,39.981965,"2222 avalon pl, columbus, oh 43219, usa",1210,2,4,173.55,231.571028,0.102930004257797
"2786",2786,642900,"6bd4ba3,237 sqft","1614 Richmond Ave","Columbus",43203,"OH",-82.9587044,39.9724254,"1614 richmond ave, columbus, oh 43203, usa",3237,4,6,198.61,164.3181874,0.0499384452067122
"2787",2787,118000,"2bd1ba944 sqft","640 Elizabeth Ave","Columbus",43213,"OH",-82.9114002,39.9586516,"640 elizabeth ave, columbus, oh 43213, usa",944,1,2,125,273.5012443,NA
"2788",2788,225000,"3bd2ba1,474 sqft","88 Reeb Ave","Columbus",43207,"OH",-82.9930557,39.9253536,"88 reeb ave, columbus, oh 43207, usa",1474,2,3,152.65,209.1866156,0.0527615130559009
"2789",2789,130000,"2bd1ba757 sqft","518 E Markison Ave","Columbus",43207,"OH",-82.9818872,39.9312284,"518 e markison ave, columbus, oh 43207, usa",757,1,2,171.73,198.0806672,0.0968406465625938
"2790",2790,149000,"3bd1ba1,344 sqft","1901 Agler Rd","Columbus",43224,"OH",-82.9613926,40.0272073,"1901 agler rd, columbus, oh 43224, usa",1344,1,3,110.86,157.3053897,0.0590555049258059
"2791",2791,345000,"3bd3ba1,624 sqft","589 Fairwood Ave","Columbus",43205,"OH",-82.9533695,39.9551347,"589 fairwood ave, columbus, oh 43205, usa",1624,3,3,212.44,170.5640824,0.0314050692693664
"2792",2792,80000,"2bd1ba736 sqft","495 Catherine St","Columbus",43223,"OH",-83.0423678,39.9468592,"495 catherine st, columbus, oh 43223, usa",736,1,2,108.7,204.1041018,0.0548529773548511
"2793",2793,149000,"3bd1ba1,510 sqft","631 S Ogden Ave","Columbus",43204,"OH",-83.0694213,39.942011,"631 s ogden ave, columbus, oh 43204, usa",1510,1,3,98.68,243.1884454,NA
"2794",2794,210000,"Studio2,464 sqft","45-47 N Huron Ave","Columbus",43204,"OH",-83.081114,39.9556707,"45 n huron ave #47, columbus, oh 43204, usa",2464,NA,1,85.23,195.6877534,0.0209976065592538
"2795",2795,209000,"3bd1ba988 sqft","1664 Coburg Rd","Columbus",43227,"OH",-82.9046217,39.9378633,"1664 coburg rd, columbus, oh 43227, usa",988,1,3,211.54,183.8984139,NA
"2796",2796,299900,"2bd2ba1,622 sqft (on 0.31 acres)","1008 Kendale Rd N","Columbus",43220,"OH",-83.0465209,40.0488601,"1008 kendale rd n, columbus, oh 43220, usa",1622,2,2,184.9,172.2058523,0.0493821383592938
"2797",2797,520000,"Studio2,620 sqft","900-902 Oakwood Ave","Columbus",43206,"OH",-82.9687599,39.946997,"900 oakwood ave #902, columbus, oh 43206, usa",2620,NA,1,198.47,242.0963148,0.0124956270607615
"2798",2798,149900,"4bd2ba1,970 sqft (on 0.25 acres)","3553 Brookside Blvd","Columbus",43204,"OH",-83.0995655,39.9777512,"3553 brookside blvd, columbus, oh 43204, usa",1970,2,4,76.09,181.218201,NA
"2799",2799,199900,"2bd2ba1,241 sqft","2624 Dibblee Ave","Columbus",43204,"OH",-83.0725244,39.9655576,"2624 dibblee ave, columbus, oh 43204, usa",1241,2,2,161.08,219.3544583,NA
"2800",2800,225000,"4bd3ba1,288 sqft","5388 Deforest Dr","Columbus",43232,"OH",-82.8564271,39.9083386,"5388 deforest dr, columbus, oh 43232, usa",1288,3,4,174.69,208.8233625,0.110444356141211
"2801",2801,199900,"3bd2ba1,107 sqft","372 Sturbridge Rd","Columbus",43228,"OH",-83.1357705,39.9596203,"372 sturbridge rd, columbus, oh 43228, usa",1107,2,3,180.58,209.3148757,NA
"2802",2802,330000,"3bd3ba1,452 sqft","3146 Golden Oak Dr","Hilliard",43026,"OH",-83.171453,40.0153758,"3146 golden oak dr, hilliard, oh 43026, usa",1452,3,3,227.27,211.3277155,NA
"2803",2803,179900,"3bd3ba1,296 sqft","603 Dlyn St","Columbus",43228,"OH",-83.146871,39.9362332,"603 dlyn st, columbus, oh 43228, usa",1296,3,3,138.81,197.649964,NA
"2804",2804,229900,"3bd2ba1,388 sqft","5898 Parkglen Rd","Galloway",43119,"OH",-83.1515201,39.9255611,"5898 parkglen rd, galloway, oh 43119, usa",1388,2,3,165.63,170.2643558,NA
"2805",2805,239900,"3bd2ba1,566 sqft (on 0.30 acres)","1077 Cypress Ridge Pl","Columbus",43228,"OH",-83.1317068,39.9309806,"1077 cypress ridge pl, columbus, oh 43228, usa",1566,2,3,153.19,151.0752963,NA
"2806",2806,374900,"2bd2ba1,828 sqft","4073 Chelsea Bridge Ln","Columbus",43230,"OH",-82.87587,40.059526,"4073 chelsea bridge ln, columbus, oh 43230, usa",1828,2,2,205.09,195.5778088,NA
"2807",2807,199900,"3bd2ba1,240 sqft","445 S Warren Ave","Columbus",43204,"OH",-83.0711825,39.9458308,"445 s warren ave, columbus, oh 43204, usa",1240,2,3,161.21,226.6566873,NA
"2808",2808,195000,"3bd2ba961 sqft (on 0.26 acres)","4017 Striebel Ct","Columbus",43227,"OH",-82.8897801,39.9504892,"4017 striebel ct, columbus, oh 43227, usa",961,2,3,202.91,197.3552243,0.0421699197152854
"2809",2809,169900,"3bd2ba1,408 sqft","3949 Hillman Rd W","Columbus",43207,"OH",-82.9806275,39.8816824,"3949 hillman rd w, columbus, oh 43207, usa",1408,2,3,120.67,182.1187493,NA
"2810",2810,115000,"2bd2ba952 sqft","452 Shell Ct W","Columbus",43213,"OH",-82.8743264,39.9663066,"452 shell ct w, whitehall, oh 43213, usa",952,2,2,120.8,259.1267502,0.0788646630927474
"2811",2811,165000,"2bd2ba1,187 sqft","3050 Cooper Bluff Dr","Columbus",43231,"OH",-82.9360593,40.093217,"3050 cooper bluff dr, columbus, oh 43231, usa",1187,2,2,139.01,190.0007157,NA
"2812",2812,284900,"3bd3ba1,534 sqft","5544 Winchester Meadows Dr","Canal winchester",43110,"OH",-82.8108501,39.8692326,"5544 winchester meadows dr, canal winchester, oh 43110, usa",1534,3,3,185.72,207.8839907,NA
"2813",2813,260000,"2bd1ba1,323 sqft","112 N 21st St","Columbus",43203,"OH",-82.9723385,39.9679394,"112 n 21st st, columbus, oh 43203, usa",1323,1,2,196.52,200.5145159,0.0498547653865681
"2814",2814,534900,"4bd3ba3,008 sqft","6320 Zuccaro Dr","Columbus",43228,"OH",-83.1273705,39.9571056,"new rome, oh 43228, usa",3008,3,4,177.83,190.4932216,NA
"2815",2815,499900,"3bd3ba2,453 sqft","6335 Patata Dr","Columbus",43228,"OH",-83.1273705,39.9571056,"new rome, oh 43228, usa",2453,3,3,203.79,184.3066508,NA
"2816",2816,529900,"3bd3ba2,456 sqft","6333 Zuccaro Dr","Columbus",43228,"OH",-83.1273705,39.9571056,"new rome, oh 43228, usa",2456,3,3,215.76,232.9791299,NA
"2817",2817,509900,"3bd3ba2,510 sqft","6326 Zuccaro Dr","Columbus",43228,"OH",-83.1273705,39.9571056,"new rome, oh 43228, usa",2510,3,3,203.15,171.9680889,NA
"2818",2818,329900,"2bd3ba1,719 sqft","5960 Montana Creek Dr","Dublin",43016,"OH",-83.1791774,40.0641879,"5960 montana creek dr, dublin, oh 43016, usa",1719,3,2,191.91,212.5059392,NA
"2819",2819,259900,"1bd1ba682 sqft","845 N High St","Columbus",43215,"OH",-83.0042891,39.9796416,"845 n high st, columbus, oh 43215, usa",682,1,1,381.09,183.5650038,0.025244714453828
"2820",2820,295000,"4bd3ba1,930 sqft","3306 Wigham Ct","Pickerington",43147,"OH",-82.8023035,39.9165322,"3306 wigham ct, pickerington, oh 43147, usa",1930,3,4,152.85,212.5861801,NA
"2821",2821,145000,"2bd1ba1,088 sqft","1412 Phale D Hale Dr","Columbus",43203,"OH",-82.9641228,39.9714774,"1412 phale d. hale dr, columbus, oh 43203, usa",1088,1,2,133.27,227.1626457,0.0799595837101448
"2822",2822,189900,"3bd1ba1,138 sqft","1773 Oakland Park Ave","Columbus",43224,"OH",-82.9656559,40.0311551,"1773 oakland park ave, columbus, oh 43224, usa",1138,1,3,166.87,209.2605267,0.0561995095505071
"2823",2823,344900,"4bd3ba2,009 sqft (on 0.27 acres)","6377 Baskerville Dr","Columbus",43213,"OH",-82.8291604,39.9674283,"6377 baskerville dr, columbus, oh 43213, usa",2009,3,4,171.68,170.1764249,NA
"2824",2824,175000,"3bd2ba1,257 sqft","2980 Blue Moon Dr","Columbus",43232,"OH",-82.8397233,39.9196907,"2980 blue moon dr, columbus, oh 43232, usa",1257,2,3,139.22,201.6309415,NA
"2825",2825,365000,"3bd3ba1,752 sqft","256 Sumption Dr","Gahanna",43230,"OH",-82.8843556,40.0409974,"256 sumption dr, columbus, oh 43230, usa",1752,3,3,208.33,209.4906458,NA
"2826",2826,185000,"3bd1ba1,598 sqft","1091 Harrisburg Pike","Columbus",43223,"OH",-83.0459756,39.934215,"1091 harrisburg pike, columbus, oh 43223, usa",1598,1,3,115.77,149.8355178,NA
"2827",2827,229900,"3bd2ba1,408 sqft","6924 Groveton Way","Reynoldsburg",43068,"OH",-82.8143441,39.9191972,"6924 groveton way, reynoldsburg, oh 43068, usa",1408,2,3,163.28,175.6336655,NA
"2828",2828,390000,"2bd2ba1,381 sqft","34 W Poplar Ave","Columbus",43215,"OH",-83.004086,39.9745565,"34 w poplar ave, columbus, oh 43215, usa",1381,2,2,282.4,248.2329169,0.050842102213421
"2829",2829,255000,"4bd3ba2,088 sqft","2722 Natalia Dr","Columbus",43232,"OH",-82.8881402,39.9176808,"2722 natalia dr, columbus, oh 43232, usa",2088,3,4,122.13,211.5835161,NA
"2830",2830,550000,"5bd4ba3,200 sqft","3832 Emmons Ave","Columbus",43219,"OH",-82.9065709,40.0153148,"3832 emmons ave, columbus, oh 43219, usa",3200,4,5,171.88,167.735707,0.0271426871387742
"2831",2831,529500,"3bd4ba2,385 sqft","1295 N Grant Ave","Columbus",43201,"OH",-82.9962569,39.9899584,"1295 n grant ave, columbus, oh 43201, usa",2385,4,3,222.01,204.9789729,0.0411332214573707
"2832",2832,475000,"2bd3ba1,608 sqft","46 E 4th Ave","Columbus",43201,"OH",-83.0039955,39.9859882,"46 e 4th ave, columbus, oh 43201, usa",1608,3,2,295.4,220.4470849,0.0325247898488059
"2833",2833,119000,"2bd2ba960 sqft","2315 Woodbrook Cir N","Columbus",43223,"OH",-83.0582657,39.9309176,"2315 woodbrook cir n, columbus, oh 43223, usa",960,2,2,123.96,178.1369077,NA
"2834",2834,950000,"3bd4ba2,900 sqft","251 E Greenwood Ave","Columbus",43201,"OH",-82.9984127,39.9861255,"251 e greenwood ave, columbus, oh 43201, usa",2900,4,3,327.59,242.5245582,0.0268827645738416
"2835",2835,320000,"Studio2,556 sqft","2552-54 Glenmawr Ave","Columbus",43202,"OH",-82.9984294,40.0158531,"2552 glenmawr ave, columbus, oh 43202, usa",2556,NA,1,125.2,210.1138356,0.0183096860524161
"2836",2836,209900,"3bd2ba1,338 sqft","1019 Sutton Pl","Reynoldsburg",43068,"OH",-82.8268034,39.9597786,"1019 sutton pl, reynoldsburg, oh 43068, usa",1338,2,3,156.88,281.2085318,NA
"2837",2837,209900,"3bd2ba1,328 sqft","1930 Floral Ave","Columbus",43223,"OH",-83.0515127,39.9540771,"1930 floral ave, columbus, oh 43223, usa",1328,2,3,158.06,175.488127,NA
"2838",2838,580000,"3bd3ba1,638 sqft","1363 S 5th St","Columbus",43207,"OH",-82.9919641,39.9346745,"1363 s 5th st, columbus, oh 43207, usa",1638,3,3,354.09,242.1665278,0.0330690598456695
"2839",2839,369900,"3bd2ba1,374 sqft","434 Midgard Rd","Columbus",43202,"OH",-83.0026272,40.0275537,"434 midgard rd, columbus, oh 43202, usa",1374,2,3,269.21,175.0708317,0.0373506527965999
"2840",2840,160000,"3bd1ba947 sqft","286 N Wayne Ave","Columbus",43204,"OH",-83.0648502,39.9613851,"286 n wayne ave, columbus, oh 43204, usa",947,1,3,168.95,217.9391723,NA
"2841",2841,375000,"3bd2ba1,704 sqft","296 Cliffside Dr","Columbus",43202,"OH",-83.0040964,40.0187485,"296 cliffside dr, columbus, oh 43202, usa",1704,2,3,220.07,170.3974797,0.0400585337954896
"2842",2842,169900,"3bd1ba816 sqft","2643 Pontiac St","Columbus",43211,"OH",-82.9887733,40.0189383,"2643 pontiac st, columbus, oh 43211, usa",816,1,3,208.21,220.4056268,0.0893084785890147
"2843",2843,179900,"2bd1ba744 sqft","189 Kellner Rd","Columbus",43209,"OH",-82.9154249,39.9677098,"189 s kellner rd, columbus, oh 43209, usa",744,1,2,241.8,187.047733,0.0497338330290679
"2844",2844,4e+05,"3bd2ba1,823 sqft","4777 N High St","Columbus",43214,"OH",-83.0202344,40.0598153,"4777 n high st, columbus, oh 43214, usa",1823,2,3,219.42,220.1265106,0.0767691205632595
"2845",2845,419900,"3bd2ba1,780 sqft","539 Acton Rd","Columbus",43214,"OH",-83.0032149,40.0401902,"539 acton rd, columbus, oh 43214, usa",1780,2,3,235.9,186.1571654,0.0400665725746675
"2846",2846,225900,"3bd2ba964 sqft","1483 Cranwood Dr","Columbus",43229,"OH",-82.9767641,40.0992427,"1483 cranwood dr, columbus, oh 43229, usa",964,2,3,234.34,217.6971691,NA
"2847",2847,70000,"2bd1ba882 sqft","4115 Karl Rd","Columbus",43224,"OH",-82.9778288,40.0521333,"4115 karl rd, columbus, oh 43224, usa",882,1,2,79.37,200.5341383,NA
"2848",2848,3250000,"8bd8ba12,861 sqft (on 1.61 acres)","333 N Parkview Ave","Bexley",43209,"OH",-82.9418371,39.9762079,"333 n parkview ave, columbus, oh 43209, usa",12861,8,8,252.7,194.9929155,NA
"2849",2849,379000,"3bd3ba2,371 sqft (on 0.26 acres)","352 Spruce Hill Dr","Gahanna",43230,"OH",-82.8421429,40.0087476,"352 spruce hill dr, columbus, oh 43230, usa",2371,3,3,159.85,165.3904635,NA
"2850",2850,399900,"3bd1ba1,040 sqft","1826 W 1st Ave","Columbus",43212,"OH",-83.0540294,39.9824135,"1826 w 1st ave, columbus, oh 43212, usa",1040,1,3,384.52,180.3864226,0.06529366009597
"2851",2851,699999,"4bd4ba3,648 sqft (on 0.31 acres)","2751 Westmont Blvd","Upper arlington",43221,"OH",-83.0544698,40.0134645,"2751 westmont blvd, columbus, oh 43221, usa",3648,4,4,191.89,238.6949509,NA
"2852",2852,339900,"3bd2ba1,826 sqft (on 0.46 acres)","6190 Wright Rd","Canal winchester",43110,"OH",-82.8230154,39.8886522,"6190 wright rd, canal winchester, oh 43110, usa",1826,2,3,186.14,233.4954805,NA
"2853",2853,404900,"4bd3ba2,100 sqft","5903 Ballymead Blvd","Dublin",43016,"OH",-83.1200171,40.0733826,"5903 ballymead blvd, dublin, oh 43016, usa",2100,3,4,192.81,193.7953229,NA
"2854",2854,185000,"2bd2ba1,393 sqft","6775 Meadow Creek Dr","Columbus",43235,"OH",-83.0791316,40.0943753,"6775 meadow creek dr, columbus, oh 43235, usa",1393,2,2,132.81,221.5960485,0.11139693250904
"2855",2855,275000,"3bd2ba1,214 sqft","3426 Mautino Dr","Columbus",43231,"OH",-82.9276553,40.0667692,"3426 mautino dr, columbus, oh 43231, usa",1214,2,3,226.52,188.5984145,NA
"2856",2856,324999,"3bd3ba1,825 sqft","5336 Nottinghamshire Ln","Westerville",43081,"OH",-82.8541675,40.0892322,"5336 nottinghamshire ln, westerville, oh 43081, usa",1825,3,3,178.08,171.4476946,NA
"2857",2857,389900,"3bd2ba1,524 sqft","10 E Weber Rd","Columbus",43202,"OH",-83.0135614,40.0244453,"10 e weber rd, columbus, oh 43202, usa",1524,2,3,255.84,181.278947,0.04130035614783
"2858",2858,364900,"2bd2ba1,032 sqft","963 E Mound St","Columbus",43205,"OH",-82.973313,39.956345,"963 e mound st, columbus, oh 43205, usa",1032,2,2,353.59,190.3403391,0.0312382650588246
"2859",2859,325000,"2bd2ba1,281 sqft","6114 Brickside Dr","New albany",43054,"OH",-82.8549222,40.066446,"6114 brickside dr, new albany, oh 43054, usa",1281,2,2,253.71,202.8111453,NA
"2860",2860,96500,"3bd2ba1,000 sqft","2440 Maureen Blvd S","Columbus",43207,"OH",-82.932362,39.882698,"2440 maureen blvd s, obetz, oh 43207, usa",1000,2,3,96.5,203.3078364,NA
"2861",2861,380000,"3bd3ba1,939 sqft","97 E Welch Ave","Columbus",43207,"OH",-82.9930625,39.9304206,"97 e welch ave, columbus, oh 43207, usa",1939,3,3,195.98,236.6583758,0.05735332698841
