"sale_price","size","name"
"$820,000","6bd6ba","4949 S  Wabash Ave, Chicago, IL 60615LISTED 3 DAYS AGO"
"$275,000","4bd2ba1,254 sqft","3105 W  102nd St, Evergreen Park, IL 60805LISTED 3 DAYS AGO"
"$234,900","2bd2ba1,150 sqft","529 E  46th Pl #2, Chicago, IL 60653LISTED 3 DAYS AGO"
"$324,900","5bd4ba","10704 S  Buffalo Ave, Chicago, IL 60617LISTED 3 DAYS AGO"
"$46,500","1bd1ba650 sqft","7355 S  South Shore Dr #408, Chicago, IL 60649LISTED 3 DAYS AGO"
"$250,900","5bd2ba","8411 S  Elizabeth St, Chicago, IL 60620LISTED 3 DAYS AGO"
"$495,000","1bd2ba1,690 sqft","612 N  Oakley Blvd #104, Chicago, IL 60612LISTED 3 DAYS AGO"
"$299,900","3bd2ba1,040 sqft","3108 E  130th St, Chicago, IL 60633LISTED 3 DAYS AGO"
"$279,900","3bd2ba1,107 sqft","3413 W  76th Pl, Chicago, IL 60652LISTED 3 DAYS AGO"
"$449,000+","3bd3ba2,150 sqft","Floorplans in 1715SMorgan, Chicago, IL 60608"
"$109,900","5bd2ba","2234 S  Keeler Ave, Chicago, IL 60623LISTED 3 DAYS AGO"
"$715,000","9bd5ba","2820 N  Hamlin Ave, Chicago, IL 60618LISTED 3 DAYS AGO"
"$224,888","5bd2ba","6959 S  Calumet Ave, Chicago, IL 60637LISTED 3 DAYS AGO"
"$79,900","3bd2ba1,400 sqft","10100 S  Bensley Ave, Chicago, IL 60617LISTED 3 DAYS AGO"
"$999,900","5bd4ba3,000 sqft","3002 N  Sawyer Ave, Chicago, IL 60618LISTED 3 DAYS AGO"
"$205,000","1bd1ba770 sqft","555 W  Cornelia Ave #1702, Chicago, IL 60657LISTED 3 DAYS AGO"
"$320,000","2bd2ba1,400 sqft","3900 W  Bryn Mawr Ave #307, Chicago, IL 60659LISTED 3 DAYS AGO"
"$170,000","Studio1ba400 sqft","2400 N  Lakeview Ave #310, Chicago, IL 60614LISTED 3 DAYS AGO"
"$249,900","3bd3ba1,264 sqft","2334 N  McVicker Ave, Chicago, IL 60639LISTED 3 DAYS AGO"
"$105,900","3bd1ba1,200 sqft","12407 S  Racine Ave, Riverdale, IL 60827LISTED 3 DAYS AGO"
"$58,900","2bd1ba1,001 sqft","12021 S  Perry Ave, Chicago, IL 60628LISTED 3 DAYS AGO"
"$1,950,000","6bd5ba5,000 sqft","901 W  Newport Ave, Chicago, IL 60657LISTED 3 DAYS AGO"
"$409,000","3bd2ba1,272 sqft","3520 N  Opal Ave, Chicago, IL 60634LISTED 3 DAYS AGO"
"$595,000","2bd2ba1,450 sqft","330 W  Diversey Pkwy #801, Chicago, IL 60657LISTED 3 DAYS AGO"
"$129,900","","6340 S  Ingleside Ave, Chicago, IL 60637LISTED 3 DAYS AGO"
"$200,000","1bd1ba816 sqft","655 W  Irving Park Rd #1806, Chicago, IL 60613LISTED 3 DAYS AGO"
"$575,000","2bd2ba","843 W  Diversey Pkwy #2, Chicago, IL 60614LISTED 3 DAYS AGO"
"$949,900","3bd3ba2,620 sqft","2230 W  Palmer St, Chicago, IL 60647LISTED 3 DAYS AGO"
"$332,000","2bd2ba","1242 N  Maplewood Ave #2N, Chicago, IL 60622LISTED 3 DAYS AGO"
"$689,900","5bd4ba3,700 sqft","6705 N  Rockwell St, Chicago, IL 60645LISTED 3 DAYS AGO"
"$199,900","2bd1ba","1048 W  Catalpa Ave #3, Chicago, IL 60640LISTED 3 DAYS AGO"
"$230,000","3bd1ba","8742 S  Fairfield Ave, Evergreen Park, IL 60805LISTED 3 DAYS AGO"
"$1,050,000","10bd4ba","4735 N  Washtenaw Ave, Chicago, IL 60625LISTED 3 DAYS AGO"
"$291,200","3bd3ba1,764 sqft","8545 S  Sacramento Ave, Chicago, IL 60652LISTED 3 DAYS AGO"
"","6bd4ba","2939 W  Glenlake Ave, Chicago, IL 60659LISTED 3 DAYS AGO"
"$649,000","6bd4ba","6107 N  Sacramento Ave, Chicago, IL 60659LISTED 3 DAYS AGO"
"$199,999","4bd2ba2,290 sqft","7651 S  Cregier Ave, Chicago, IL 60649LISTED 3 DAYS AGO"
"$249,000","4bd4ba","8905 S  Merrill Ave, Chicago, IL 60617LISTED 3 DAYS AGO"
"$145,600","3bd2ba1,704 sqft","14100 S  Manistee Ave, Burnham, IL 60633LISTED 3 DAYS AGO"
"$475,000","2bd2ba","2041 W  Division St   #203, Chicago, IL 60622LISTED 3 DAYS AGO"
"$80,000","5bd3ba1,083 sqft","1517 S  Homan Ave, Chicago, IL 60623LISTED 3 DAYS AGO"
"$425,000","2bd2ba1,417 sqft","4250 N  Marine Dr #2916, Chicago, IL 60613LISTED 3 DAYS AGO"
"$469,900","6bd3ba","4734 W  Warwick Ave, Chicago, IL 60641LISTED 3 DAYS AGO"
"$289,900","3bd2ba2,518 sqft","2814 N  Sayre Ave, Chicago, IL 60634LISTED 3 DAYS AGO"
"$399,000","3bd2ba","545 W  Belmont Ave #2W, Chicago, IL 60657LISTED 3 DAYS AGO"
"$143,000","2bd2ba1,200 sqft","6701 S  Crandon Ave #8B, Chicago, IL 60649LISTED 3 DAYS AGO"
"$5,900,000","12bd6ba","3631 N  Sheffield Ave, Chicago, IL 60613LISTED 3 DAYS AGO"
"$350,000","3bd2ba1,200 sqft","3518 N  Kilbourn Ave, Chicago, IL 60641"
"$95,000","3bd2ba1,320 sqft","12809 S  Union Ave, Chicago, IL 60628"
"$275,000","1bd2ba1,000 sqft","1515 S  Prairie Ave #509, Chicago, IL 60605"
"$699,000","3bd2ba","3216 N  Francisco Ave  #3N, Chicago, IL 60618"
"$264,500","2bd2ba1,139 sqft","8809 S  Utica Ave, Evergreen Park, IL 60805"
"$420,000","2bd2ba1,250 sqft","33 W  Ontario St #24F, Chicago, IL 60654"
"$329,000","2bd1ba1,500 sqft","1233 W  Granville Ave #2W, Chicago, IL 60660"
"$564,900","2bd2ba","1806 N  Dayton St, Chicago, IL 60614"
"$333,000","3bd2ba","6149 N  Meade Ave, Chicago, IL 60646"
"$945,000","3bd3ba","1412 W  Wrightwood Ave #G, Chicago, IL 60614"
"$599,000","3bd3ba","2649 W  Superior St, Chicago, IL 60612"
"$1,975,000","3bd3ba2,475 sqft","144 W  Erie St   #501, Chicago, IL 60654"
"$329,900","1bd2ba981 sqft","565 W  Quincy St #507, Chicago, IL 60661"
"$315,000","10bd4ba","7918 S  Essex Ave, Chicago, IL 60617"
"$399,000","3bd3ba2,000 sqft","2018 W  Chase Ave #1S, Chicago, IL 60645"
"$1,450,000","3bd3ba1,918 sqft","144 W  Erie St   #603, Chicago, IL 60654"
"$1,125,000","3bd3ba1,962 sqft","144 W  Erie St   #602, Chicago, IL 60654"
"$175,000","5bd2ba","219 N  Keystone Ave, Chicago, IL 60624"
"$475,000","2bd2ba1,600 sqft","2614 N  Clybourn Ave #405, Chicago, IL 60614"
"$530,000","2bd2ba1,475 sqft","520 W  Huron St #101, Chicago, IL 60654"
"$2,650,000","3bd4ba2,950 sqft","144 W  Erie St   #2, Chicago, IL 60654"
"$499,900","3bd2ba1,900 sqft","3720 W  Dickens Ave, Chicago, IL 60647"
"$525,000","2bd2ba1,528 sqft","1430 N  Astor St #17B, Chicago, IL 60610"
"$379,400","1bd2ba900 sqft","130 N  Garland Ct #1510, Chicago, IL 60602"
"$759,000","3bd3ba","912 N  Wolcott Ave  #1, Chicago, IL 60622"
"$349,000","3bd2ba1,100 sqft","5049 N  Oriole Ave, Harwood Heights, IL 60706"
"$444,000","4bd3ba2,500 sqft","3931 N  Pontiac Ave, Chicago, IL 60634"
"$149,999","4bd1ba983 sqft","7524 S  Indiana Ave, Chicago, IL 60619"
"$405,000","2bd2ba","758 N  Larrabee St #717, Chicago, IL 60654"
"$650,000","3bd2ba2,000 sqft","848 W  Wisconsin St, Chicago, IL 60614"
"$355,000","5bd3ba3,800 sqft","1024 N  Lockwood Ave, Chicago, IL 60651"
"$189,500","3bd1ba1,080 sqft","1230 W  112th Pl, Chicago, IL 60643"
"$224,900","1bd1ba","100 E  Walton St #22C, Chicago, IL 60611"
"$179,999","3bd2ba","7316 S  Albany Ave, Chicago, IL 60629"
"$509,000","1bd1ba687 sqft","211 N  Harbor Dr   #705, Chicago, IL 60601"
"$874,999","3bd3ba","4840 S  Dorchester Ave  #1, Chicago, IL 60615"
"$605,000","3bd3ba","4858 N  Kenmore Ave  #1N, Chicago, IL 60640"
"$750,000","4bd4ba","2018 N  Leavitt St, Chicago, IL 60647"
"$569,000","6bd3ba2,800 sqft","5715 N  Canfield Ave, Chicago, IL 60631"
"$129,900","4bd2ba1,650 sqft","8729 S  Loomis St, Chicago, IL 60620"
"$2,895,000","5bd7ba6,075 sqft","1744 N  Cleveland Ave, Chicago, IL 60614LISTED 3 DAYS AGO"
"$1,230,000","3bd3ba2,081 sqft","21 E  Huron St #2203, Chicago, IL 60611LISTED 3 DAYS AGO"
"$314,900","5bd2ba2,800 sqft","8508 S  Oglesby Ave, Chicago, IL 60617LISTED 3 DAYS AGO"
"$179,000","4bd1ba","10425 S  Eggleston Ave, Chicago, IL 60628LISTED 3 DAYS AGO"
"$894,999","4bd4ba","4840 S  Dorchester Ave  #5, Chicago, IL 60615LISTED 3 DAYS AGO"
"$849,999","4bd4ba","4840 S  Dorchester Ave  #4, Chicago, IL 60615LISTED 3 DAYS AGO"
"$355,000","4bd3ba1,113 sqft","9944 S  Green St, Chicago, IL 60643LISTED 3 DAYS AGO"
"$419,000","1bd1ba800 sqft","505 N  Lake Shore Dr   #2017, Chicago, IL 60611LISTED 3 DAYS AGO"
"$575,000","7bd4ba","3236 W  Eastwood Ave, Chicago, IL 60625LISTED 3 DAYS AGO"
"$415,000","7bd3ba","6549 S  Saint Lawrence Ave, Chicago, IL 60637LISTED 3 DAYS AGO"
"$634,900","4bd4ba2,800 sqft","2329 N  Major Ave, Chicago, IL 60639LISTED 3 DAYS AGO"
"$395,000","3bd3ba2,500 sqft","Address Not Disclosed, Elmwood Park, IL 60707LISTED 3 DAYS AGO"
"$130,000","2bd2ba1,050 sqft","5208 W  122nd St #2B, Alsip, IL 60803LISTED 3 DAYS AGO"
"$1,000,000","3bd3ba2,200 sqft","22 N  Morgan St #206, Chicago, IL 60607LISTED 3 DAYS AGO"
"$309,000","6bd2ba","800 S  Kedvale Ave, Chicago, IL 60624LISTED 3 DAYS AGO"
"$415,000","8bd4ba3,900 sqft","419 E  42nd St, Chicago, IL 60653LISTED 3 DAYS AGO"
"$130,000","3bd2ba1,450 sqft","9754 S  Merrion Ave, Chicago, IL 60617LISTED 3 DAYS AGO"
"$219,999","4bd3ba2,340 sqft","12141 S  Parnell Ave, Chicago, IL 60628LISTED 3 DAYS AGO"
"$745,000","4bd4ba3,454 sqft","2447 W  Morse Ave, Chicago, IL 60645LISTED 3 DAYS AGO"
"$560,000","4bd3ba2,100 sqft","4712 N  Sayre Ave, Harwood Heights, IL 60706LISTED 3 DAYS AGO"
"$365,000","4bd3ba3,000 sqft","7804 S  Merrill Ave, Chicago, IL 60649LISTED 3 DAYS AGO"
"$2,395,000","3bd3ba3,020 sqft","1040 N  Lake Shore Dr #4D, Chicago, IL 60611LISTED 3 DAYS AGO"
"$269,900","2bd2ba885 sqft","700 W  Van Buren St #607, Chicago, IL 60607LISTED 3 DAYS AGO"
"$330,000","2bd2ba1,250 sqft","2650 N  Lakeview Ave #4109, Chicago, IL 60614LISTED 3 DAYS AGO"
"$329,900","2bd1ba1,257 sqft","1433 W  Summerdale Ave #2A, Chicago, IL 60640LISTED 3 DAYS AGO"
"$480,000","4bd3ba2,300 sqft","2945 N  Wisner Ave, Chicago, IL 60618LISTED 3 DAYS AGO"
"$200,000","1bd1ba760 sqft","2650 N  Lakeview Ave #4107, Chicago, IL 60614LISTED 3 DAYS AGO"
"$110,000","Studio1ba","3041 S  Michigan Ave #312, Chicago, IL 60616LISTED 3 DAYS AGO"
"$365,000","2bd2ba1,200 sqft","2754 N  Hampden Ct #908, Chicago, IL 60614LISTED 3 DAYS AGO"
"$599,900","4bd3ba3,000 sqft","9540 S  Avers Ave, Evergreen Park, IL 60805LISTED 3 DAYS AGO"
"$269,999","4bd2ba","1330 S  51st Ct, Cicero, IL 60804LISTED 3 DAYS AGO"
"$379,900","3bd3ba1,296 sqft","3755 N  Oketo Ave, Chicago, IL 60634LISTED 3 DAYS AGO"
"$389,900","8bd3ba","7744 S  Saginaw Ave, Chicago, IL 60649LISTED 3 DAYS AGO"
"$310,000","1bd2ba","331 S  Peoria St #403, Chicago, IL 60607LISTED 3 DAYS AGO"
"$35,000","3bd2ba1,240 sqft","8023 S  Stewart Ave, Chicago, IL 60620LISTED 3 DAYS AGO"
"$650,000","3bd3ba","1743 W  Augusta Blvd #1W, Chicago, IL 60622LISTED 3 DAYS AGO"
"$1,395,000","5bd5ba4,168 sqft","2240 W  Farragut Ave, Chicago, IL 60625LISTED 3 DAYS AGO"
"$355,000","1bd2ba1,068 sqft","737 W  Washington Blvd #1206, Chicago, IL 60661LISTED 3 DAYS AGO"
"$499,000","3bd2ba2,400 sqft","444 W  Oakdale Ave #1E, Chicago, IL 60657LISTED 3 DAYS AGO"
"$420,000","2bd2ba1,400 sqft","125 E  13th St #1104, Chicago, IL 60605LISTED 3 DAYS AGO"
"$649,900","3bd2ba1,640 sqft","4020 N  California Ave  #3, Chicago, IL 60618"
"$375,000","3bd2ba1,558 sqft","3861 N  Oriole Ave, Chicago, IL 60634"
"$180,000","4bd3ba2,051 sqft","7936 S  Luella Ave, Chicago, IL 60617"
"$455,000","7bd3ba","4145 S  Albany Ave, Chicago, IL 60632"
"$140,000","1bd1ba850 sqft","3950 N  Lake Shore Dr #718, Chicago, IL 60613"
"$229,900","5bd2ba","10524 S  Wabash Ave, Chicago, IL 60628"
"$299,000","2bd1ba","916 W  Fullerton Ave #3, Chicago, IL 60614"
"$549,900","4bd2ba1,800 sqft","3646 S  Union Ave, Chicago, IL 60609"
"$550,000","2bd2ba1,330 sqft","310 S  Michigan Ave #1107, Chicago, IL 60604"
"$549,900","3bd2ba1,471 sqft","4020 N  California Ave  #2, Chicago, IL 60618"
"$162,500","4bd2ba886 sqft","14230 S  State St, Riverdale, IL 60827"
"$389,000","2bd2ba","1735 W  Diversey Pkwy #515, Chicago, IL 60614"
"$429,900","7bd3ba1,284 sqft","2608 N  73rd Ave, Elmwood Park, IL 60707"
"$165,000","4bd2ba1,758 sqft","7930 S  Kimbark Ave, Chicago, IL 60619"
"$550,000","2bd2ba1,145 sqft","303 W  Ohio St #1803, Chicago, IL 60654"
"$899,000","4bd4ba2,933 sqft","2127 W  Melrose St, Chicago, IL 60618"
"$445,000","2bd2ba1,800 sqft","2001 S  Calumet Ave #207, Chicago, IL 60616"
"$680,000","3bd2ba1,850 sqft","855 W  Buckingham Pl #2E, Chicago, IL 60657"
"$995,000","5bd4ba4,200 sqft","6072 N  Sauganash Ave, Chicago, IL 60646"
"$20,000","","2143 E  75th St, Chicago, IL 60649"
"$220,000","1bd1ba785 sqft","2650 N  Lakeview Ave #2007, Chicago, IL 60614"
"$385,000","2bd2ba","2020 N  Lincoln Park W  #15M, Chicago, IL 60614"
"$425,000","2bd2ba1,634 sqft","1519 W  Thomas St #2B, Chicago, IL 60642"
"$323,500","3bd2ba1,800 sqft","431 S  Dearborn St #1604, Chicago, IL 60605"
"$525,000","4bd2ba3,021 sqft","4117 N  Monticello Ave, Chicago, IL 60618"
"$379,000","5bd2ba1,600 sqft","2152 N  McVicker Ave, Chicago, IL 60639"
"$299,900","4bd2ba","4633 S  La Crosse Ave, Chicago, IL 60638"
"$249,900","3bd2ba1,488 sqft","10926 S  Harding Ave, Chicago, IL 60655"
"$225,000","3bd2ba","3105 W  Argyle St #1, Chicago, IL 60625"
"$359,000","3bd2ba2,136 sqft","9134 S  Claremont Ave, Chicago, IL 60643"
"$349,500","1bd1ba750 sqft","195 N  Harbor Dr #5107, Chicago, IL 60601"
"$785,000","5bd3ba","2335 N  Sacramento Ave, Chicago, IL 60647"
"$190,000","6bd2ba","4321 W  Maypole Ave, Chicago, IL 60624"
"$439,000","4bd2ba","5036 N  Overhill Ave, Norridge, IL 60706"
"$700,000","2bd2ba1,800 sqft","351 W  Dickens Ave #4E, Chicago, IL 60614"
"$649,500","2bd2ba1,300 sqft","195 N  Harbor Dr #5108, Chicago, IL 60601"
"$450,000","3bd2ba1,292 sqft","1454 S  State St, Chicago, IL 60605"
"$142,000","2bd1ba900 sqft","7363 N  Damen Ave #203, Chicago, IL 60645"
"$375,000","3bd2ba1,400 sqft","1445 W  Walton St #2, Chicago, IL 60642"
"$435,000","3bd2ba","2800 W  Chicago Ave #3W, Chicago, IL 60622"
"$749,900","4bd3ba2,943 sqft","4020 N  California Ave  #1, Chicago, IL 60618"
"$995,000","3bd3ba2,000 sqft","641 W  Wrightwood Ave  #3, Chicago, IL 60614"
"$300,000","","625 N  Cicero Ave, Chicago, IL 60644"
"$100,000","6bd2ba","5434 S  Paulina St, Chicago, IL 60609"
"$289,000","2bd2ba1,900 sqft","4300 N  Marine Dr #905, Chicago, IL 60613"
"$152,000","1bd1ba","3900 N  Lake Shore Dr #3E, Chicago, IL 60613"
"$649,000","2bd2ba1,800 sqft","1240 N  Lake Shore Dr #14B, Chicago, IL 60610"
"$310,000","","716 W  17th St, Chicago, IL 60616"
"$269,900","4bd2ba1,077 sqft","8326 S  Yates Blvd, Chicago, IL 60617"
"$255,000","4bd2ba","1728 W  90th Pl, Chicago, IL 60620"
"$35,900","2bd1ba936 sqft","9726 S  Jeffery Ave, Chicago, IL 60617"
"$470,000","3bd2ba2,600 sqft","2242 W  Irving Park Rd #2, Chicago, IL 60618"
"$339,000","2bd2ba1,200 sqft","700 W  Van Buren St #1001, Chicago, IL 60607"
"$449,900","10bd4ba","3620 S  Wolcott Ave, Chicago, IL 60609"
"$560,000","3bd3ba1,850 sqft","729 W  Waveland Ave  #E, Chicago, IL 60613"
"$159,900","2bd1ba850 sqft","6206 N  Francisco Ave  #G, Chicago, IL 60659"
"$175,000","4bd3ba","1523 E  72nd St, Chicago, IL 60619"
"$345,000","11bd8ba","6129 S  Vernon Ave, Chicago, IL 60637"
"$270,000","7bd3ba","6848 S  Union Ave, Chicago, IL 60621"
"$320,000","7bd3ba","6941 S  Racine Ave, Chicago, IL 60636"
"$525,000","4bd2ba","2640 W  23rd Pl, Chicago, IL 60608"
"$299,900","4bd4ba2,000 sqft","5650 S  Bishop St, Chicago, IL 60636"
"$499,900","3bd2ba1,564 sqft","7700 W  North Shore Ave, Chicago, IL 60631"
"$269,000","3bd2ba1,900 sqft","7523 N  Seeley Ave #1, Chicago, IL 60645"
"$514,900","4bd4ba2,250 sqft","2233 N  77th Ct, Elmwood Park, IL 60707"
"$375,000","6bd2ba3,605 sqft","3037 N  Marmora Ave, Chicago, IL 60634"
"$245,000","6bd3ba","2242 N  Keystone Ave, Chicago, IL 60639"
"$550,000","3bd4ba","3127 W  Lyndale St, Chicago, IL 60647"
"$815,000","3bd3ba2,200 sqft","1110 N  Lake Shore Dr #28S, Chicago, IL 60611"
"$599,000","3bd2ba1,800 sqft","100 E  Bellevue Pl #9A, Chicago, IL 60611"
"$249,900","5bd2ba756 sqft","3616 S  Wolcott Ave, Chicago, IL 60609"
"$225,000","4bd1ba1,246 sqft","3510 W  64th St, Chicago, IL 60629"
"$285,000","4bd2ba1,400 sqft","8060 S  Kenton Ave, Chicago, IL 60652"
"$387,500","6bd4ba3,200 sqft","7650 S  Cregier Ave, Chicago, IL 60649"
"$415,000","5bd4ba4,000 sqft","7539 S  Calumet Ave, Chicago, IL 60619"
"$109,900","5bd2ba","7527 S  Stewart Ave, Chicago, IL 60620"
"$199,000","3bd1ba1,299 sqft","8621 S  Vernon Ave, Chicago, IL 60619"
"$349,900","5bd3ba2,800 sqft","8237 S  Kenwood Ave, Chicago, IL 60619"
"$279,999","5bd2ba1,400 sqft","9241 S  Saint Louis Ave, Evergreen Park, IL 60805"
"$209,900","3bd1ba817 sqft","11132 S  Kedzie Ave, Chicago, IL 60655"
"$240,000","3bd2ba1,545 sqft","11706 S  Watkins Ave, Chicago, IL 60643"
"$134,400","2bd2ba919 sqft","12723 S  Justine St, Calumet Park, IL 60827"
"$58,000","2bd1ba768 sqft","14326 S  Union Ave, Riverdale, IL 60827"
"$599,900","2bd2ba1,600 sqft","111 E  Chestnut St #19K, Chicago, IL 60611"
"$1,179,000","3bd3ba2,000 sqft","57 E  Delaware Pl #3005, Chicago, IL 60611"
"$324,900","1bd1ba","375 W  Erie St #205, Chicago, IL 60654"
"$1,659,000","5bd5ba5,000 sqft","2643 N  Paulina St, Chicago, IL 60614"
"$410,000","2bd2ba1,400 sqft","1722 N  Western Ave #302, Chicago, IL 60647"
"$1,045,000","4bd5ba","2701 N  Janssen Ave, Chicago, IL 60614"
"$393,500","3bd2ba","11145 S  Campbell Ave, Chicago, IL 60655"
"$679,999","4bd4ba2,133 sqft","4819 W  Berteau Ave, Chicago, IL 60641"
"$440,000","5bd2ba","5038 N  Lawndale Ave, Chicago, IL 60625"
"$449,900","4bd3ba1,305 sqft","4633 W  Schubert Ave, Chicago, IL 60639"
"$1,900,000+","5bd4ba4,000 sqft","Floorplans in The Wolcott Collection, Chicago, IL 60622"
"$195,000","5bd3ba1,215 sqft","7604 S  Yates Blvd, Chicago, IL 60649"
"$850,000","8bd2ba","1617 W  Byron St, Chicago, IL 60613"
"$329,000","2bd1ba1,111 sqft","5235 N  Ravenswood Ave #10, Chicago, IL 60640"
"$715,000","4bd3ba","1425 W  Grand Ave #1E, Chicago, IL 60642"
"$949,900","3bd3ba2,200 sqft","1631 N  Wood St, Chicago, IL 60622"
"$699,900","2bd3ba","1835 N  Halsted St #10, Chicago, IL 60614"
"$399,900","2bd2ba1,200 sqft","4150 N  Kenmore Ave #202, Chicago, IL 60613"
"$570,000","5bd2ba","4716 N  Spaulding Ave, Chicago, IL 60625"
"$360,000","4bd3ba2,219 sqft","1759 N  Melvina Ave, Chicago, IL 60639"
"$625,000","3bd3ba2,400 sqft","1633 W  Julian St #1, Chicago, IL 60622"
"$624,900","4bd4ba","3816 N  Newcastle Ave, Chicago, IL 60634"
"$329,000","2bd2ba","1400 N  State Pkwy #17A, Chicago, IL 60610"
"$99,900","2bd2ba1,050 sqft","6700 S  South Shore Dr #23A, Chicago, IL 60649"
"$464,900","6bd2ba","6058 S  Kildare Ave, Chicago, IL 60629"
"$1,000,000","3bd3ba3,500 sqft","3500 N  Lake Shore Dr   #6C, Chicago, IL 60657"
"$379,000","2bd2ba1,092 sqft","1444 N  Orleans St #7C, Chicago, IL 60610"
"$459,000","3bd2ba1,900 sqft","2135 N  Southport Ave #301, Chicago, IL 60614"
"$245,000","3bd2ba1,717 sqft","4724 N  Kenneth Ave #1, Chicago, IL 60630"
"$49,900","2bd2ba1,224 sqft","12531 S  Honore St, Calumet Park, IL 60827"
"$1,350,000","4bd4ba","2236 N  Kenmore Ave  #1N, Chicago, IL 60614"
"$535,000","3bd3ba","718-720 W  17th St   #1W, Chicago, IL 60616"
"$575,000","3bd3ba","718-720 W  17th St   #2E, Chicago, IL 60616"
"$290,000","3bd2ba1,088 sqft","3611 S  Austin Blvd, Cicero, IL 60804"
"$269,900","4bd2ba1,028 sqft","9231 S  La Salle St, Chicago, IL 60620"
"$499,900","2bd2ba","1140 W  Wellington Ave #3, Chicago, IL 60657"
"$319,900","5bd3ba1,457 sqft","Address Not Disclosed, Chicago, IL 60617"
"$165,000","6bd3ba","2223 S  Kildare Ave, Chicago, IL 60623"
"$369,000","3bd2ba2,365 sqft","3760 N  Osceola Ave, Chicago, IL 60634"
"$238,000","3bd1ba1,170 sqft","6207 S  Narragansett Ave, Chicago, IL 60638"
"$749,900","3bd2ba","2901 W  Belden Ave #3, Chicago, IL 60647"
"$390,000","2bd2ba","1101 S  State St   #1504, Chicago, IL 60605"
"$159,900","5bd2ba","158 N  Leamington Ave, Chicago, IL 60644"
"$325,000","2bd2ba","3505 N  Elston Ave  #C-1, Chicago, IL 60618"
"$249,900","5bd2ba1,344 sqft","5237 W  Roscoe St, Chicago, IL 60641"
"$144,900","1bd1ba700 sqft","5415 N  Sheridan Rd #1515, Chicago, IL 60640"
"$349,900","2bd2ba","3944 N  Claremont Ave #203, Chicago, IL 60618"
"$995,000","4bd5ba3,000 sqft","950 N  Michigan Ave  #3106, Chicago, IL 60611"
"$430,000","4bd3ba2,558 sqft","6854 N  Olcott Ave, Chicago, IL 60631"
"$837,500","5bd4ba3,000 sqft","6220 N  Leona Ave, Chicago, IL 60646"
"$539,900","1bd2ba1,581 sqft","2012 W  Saint Paul Ave #310, Chicago, IL 60647"
"$550,000","2bd2ba1,675 sqft","1512 S  Prairie Ave #C, Chicago, IL 60605"
"$365,000","5bd4ba3,000 sqft","7830 S  Merrill Ave, Chicago, IL 60649"
"$180,000","4bd2ba","10431 S  Hale Ave #1, Chicago, IL 60643"
"$419,999","1bd1ba905 sqft","860 W  Blackhawk St #2704, Chicago, IL 60642"
"$374,900","6bd3ba","1243 S  61st Ave, Cicero, IL 60804"
"$498,000","1bd2ba938 sqft","401 N  Wabash Ave #42E, Chicago, IL 60611"
"$380,000","1bd1ba1,100 sqft","1122 N  Dearborn St #8C, Chicago, IL 60610"
"$475,000","3bd2ba1,600 sqft","1100 W  Cornelia Ave #111, Chicago, IL 60657"
"$749,900","3bd3ba2,200 sqft","3150 N  Lake Shore Dr #30A, Chicago, IL 60657"
"$1,600,000","4bd4ba","2236 N  Kenmore Ave  #2, Chicago, IL 60614"
"$579,000","5bd3ba","3655 N  Saint Louis Ave, Chicago, IL 60618"
"$99,600","1bd1ba700 sqft","7234 W  North Ave  #908, Elmwood Park, IL 60707"
"$399,000","3bd3ba2,645 sqft","7632 N  Greenview Ave  #1N, Chicago, IL 60626"
"$449,000","2bd2ba1,100 sqft","3245 S  Racine Ave, Chicago, IL 60608"
"$78,750","Studio1ba600 sqft","4623 N  Chester Ave  #406, Chicago, IL 60656"
"$344,500","3bd3ba1,700 sqft","3652 N  Laramie Ave, Chicago, IL 60641"
"$419,500","2bd2ba1,600 sqft","2867 W  Palmer St #2, Chicago, IL 60647"
"$56,900","5bd2ba1,300 sqft","Address Not Disclosed, Riverdale, IL 60827"
"$165,000","2bd2ba1,100 sqft","4572 N  Milwaukee Ave #4D, Chicago, IL 60630"
"$229,900","4bd2ba1,750 sqft","14229 S  La Salle St, Riverdale, IL 60827"
"$1,200,000","3bd3ba2,297 sqft","55 W  Delaware Pl #1016, Chicago, IL 60610"
"$379,000","","1711 N  Campbell Ave, Chicago, IL 60647"
"$275,000","","4302 N  Elston Ave, Chicago, IL 60641"
"$1,050,000","3bd2ba","2236 N  Kenmore Ave  #3N, Chicago, IL 60614"
"$275,000","2bd2ba","5611 N  Winthrop Ave, Chicago, IL 60660"
"$1,150,000","5bd4ba","2226 W  Berwyn Ave, Chicago, IL 60625"
"$649,000","3bd3ba2,400 sqft","1103 N  Paulina St #3, Chicago, IL 60622"
"$839,900","3bd3ba2,050 sqft","2140 N  Claremont Ave  #2, Chicago, IL 60647"
"$1,700,000","2bd3ba2,366 sqft","118 E  Erie St   #15A, Chicago, IL 60611"
"$300,000","3bd2ba1,104 sqft","6052 S  Major Ave, Chicago, IL 60638"
"$269,000","5bd2ba","6219 S  Marshfield Ave, Chicago, IL 60636"
"$175,000","1bd1ba","1400 W  Winnemac Ave  #G, Chicago, IL 60640"
"$36,750","4bd2ba","7324 S  May St, Chicago, IL 60621"
"$219,900","7bd2ba2,200 sqft","9319 S  Clyde Ave, Chicago, IL 60617"
"$69,000","","3408 W  84th St, Chicago, IL 60652"
