"sale_price","size","name"
"$17,000","","4525 America St, New Orleans, LA 70126"
"$355,000","6bd2ba2,932 sqft","5518 Spain St, New Orleans, LA 70122"
"$8,000","","Lots 13 & 14 Beauregard Ave, New Orleans, LA 70127"
"$349,900","4bd4ba2,615 sqft","6409 Saint Roch Ave, New Orleans, LA 70122"
"$330,000","6bd4ba2,400 sqft","1522 Andry St, New Orleans, LA 70117"
"$155,000","4bd2ba1,464 sqft","1841 Saint Ferdinand St, New Orleans, LA 70117"
"$935,000","3bd3ba2,663 sqft","170 Walnut St #2D, New Orleans, LA 70118"
"$548,625","3bd2ba1,803 sqft","138 30th St, New Orleans, LA 70124"
"$200,000","4bd2ba2,244 sqft","1451 N  Villere St, New Orleans, LA 70116"
"$325,000","3bd3ba1,371 sqft","1534 Leonidas St, New Orleans, LA 70118"
"$285,000","9bd5ba3,098 sqft","2420-22 Martin Luther King Jr Blvd, New Orleans, LA 70113"
"$875,000","4bd3ba2,397 sqft","2447 Royal St, New Orleans, LA 70117"
"$239,000","","2226 Rousseau St, New Orleans, LA 70130"
"$364,000","1bd1ba796 sqft","411 Bienville St #303, New Orleans, LA 70130"
"$55,000","","8909 Olive St, New Orleans, LA 70118"
"$275,000","1bd1ba453 sqft","810 Saint Peter St   #10, New Orleans, LA 70116"
"$240,000","4bd2ba1,975 sqft","6218 Brunswick Ct, New Orleans, LA 70131"
"$349,000","3bd2ba1,615 sqft","4738 Plauche Cir, New Orleans, LA 70126"
"$365,000","1bd1ba840 sqft","700 S  Peters St #405, New Orleans, LA 70130"
"$309,000","4bd3ba2,264 sqft","190 Cypress Grove Ct, New Orleans, LA 70131"
"$80,000","2bd1ba880 sqft","2101 Saint Anthony St, New Orleans, LA 70119"
"$290,000","2bd2ba1,127 sqft","1600 S  Gayoso St, New Orleans, LA 70125"
"$429,000","3bd2ba1,450 sqft","3026 S  Saratoga St, New Orleans, LA 70115"
"$287,500","4bd1ba1,950 sqft (on 0.25 acres)","605 Arnoult Rd, Jefferson, LA 70121"
"$644,000","3bd3ba2,600 sqft","7015 Bellaire Dr, New Orleans, LA 70124"
"$137,000","Studio1ba400 sqft","1205 Saint Charles Ave #1012, New Orleans, LA 70130"
"$349,900","4bd3ba2,950 sqft","23 Yellowstone Dr, New Orleans, LA 70131"
"$375,900","2bd2ba782 sqft","1215 Louisiana Ave  #306, New Orleans, LA 70115"
"$895,000","5bd4ba3,257 sqft","339 Celeste Ave, New Orleans, LA 70123"
"$400,000","2bd1ba1,235 sqft","731 Voisin St, New Orleans, LA 70124"
"$120,000","1bd1ba1,169 sqft","2133 Saint Roch Ave, New Orleans, LA 70117"
"$125,000","3bd2ba1,620 sqft","1724 Saint Anthony St, New Orleans, LA 70116"
"$100,000","","1823 Frenchmen St, New Orleans, LA 70116"
"$140,000","","1323 Frenchmen St, New Orleans, LA 70116"
"$180,000","4bd2ba1,632 sqft","1409 Frenchmen St, New Orleans, LA 70116"
"$289,000","3bd2ba1,405 sqft","638 Gelpi Ave, Jefferson, LA 70121"
"$199,900","4bd2ba1,945 sqft","6301 Law St, New Orleans, LA 70117"
"$125,000","4bd2ba1,808 sqft","1819 Frenchmen St, New Orleans, LA 70116"
"$255,000","3bd2ba1,230 sqft","3201 Blair St, New Orleans, LA 70131"
"$199,000","3bd2ba1,337 sqft","2618 N  Rocheblave St, New Orleans, LA 70117"
"$225,000","4bd2ba2,649 sqft (on 0.33 acres)","4620 Alba Rd, New Orleans, LA 70129"
"$1,750,000","4bd4ba3,470 sqft","1636 Constantinople St, New Orleans, LA 70115"
"$675,000","3bd3ba1,862 sqft","1132 Jena St   #1132, New Orleans, LA 70115"
"$328,000","3bd2ba1,989 sqft","3736 Clermont Dr, New Orleans, LA 70122"
"$115,000","3bd2ba1,779 sqft","2314 Saint Maurice Ave, New Orleans, LA 70117"
"$249,900","3bd2ba1,722 sqft","7311 Restgate Rd, New Orleans, LA 70127"
"$248,000","181,614 sqft (on 3.64 acres)","746 English Turn Ln, New Orleans, LA 70131"
"$300,000","6bd4ba2,279 sqft","4748 Viola St, New Orleans, LA 70126"
"$299,000","4bd2ba2,500 sqft","1457 N  Prieur St, New Orleans, LA 70116"
"$95,000","","6061 Cameron Blvd, New Orleans, LA 70122"
"$250,000","3bd2ba1,829 sqft","2669 Lavender St, New Orleans, LA 70122"
"$440,000","3bd3ba1,419 sqft","6915 Fleur De Lis Dr, New Orleans, LA 70124"
"$375,000","6bd4ba2,160 sqft","5432 A&b, New Orleans, LA 70117"
"$999,000","3bd4ba2,835 sqft","2607 Saint Charles Ave #2, New Orleans, LA 70130"
"$495,000","4bd4ba2,946 sqft","4001 Camp St, New Orleans, LA 70115"
"$1,295,000","7bd6ba5,405 sqft","6505 Oakland Dr, New Orleans, LA 70118"
"$280,000","5bd2ba1,883 sqft (on 0.28 acres)","5616 Spain St, New Orleans, LA 70122"
"$349,900","5bd4ba3,290 sqft","6880 Mayo Rd, New Orleans, LA 70126"
"$375,000","6bd4ba2,160 sqft","5430 A&b, New Orleans, LA 70117"
"$1,395,000","10bd7ba6,907 sqft","2615-2617 Chartres St, New Orleans, LA 70117"
"$1,599,000","5bd4ba4,504 sqft","2029 S  Carrollton Ave, New Orleans, LA 70118"
"$239,999","4bd2ba1,518 sqft","2327 Lawrence St, New Orleans, LA 70114"
"$230,000","3bd2ba1,047 sqft","2421 S  Roman St, New Orleans, LA 70125"
"$425,000","3bd2ba2,550 sqft","234 Dodge Ave, Jefferson, LA 70121"
"$375,000","6bd4ba2,160 sqft","1836 Egania St, New Orleans, LA 70117"
"$299,000","4bd3ba1,850 sqft","2206 Mandeville St, New Orleans, LA 70117"
"$349,000","3bd2ba1,634 sqft","4939 Pauline Dr, New Orleans, LA 70126"
"$895,000","4bd5ba2,926 sqft","6585 Wuerpel St, New Orleans, LA 70124"
"$549,000","2bd2ba1,230 sqft","926 Bourbon St #2, New Orleans, LA 70116"
"$450,000","5bd5ba3,064 sqft","4225 S  Galvez St, New Orleans, LA 70125"
"$82,500","","7731 Forshey St, New Orleans, LA 70125"
"$399,000","2bd1ba700 sqft","1127 Dauphine St #305, New Orleans, LA 70116"
"$549,000","3bd3ba2,732 sqft","Address Not Disclosed, New Orleans, LA 70124"
"$190,000","6bd2ba1,884 sqft","2125 Saint Anthony St, New Orleans, LA 70119"
"$899,000","5bd5ba2,894 sqft","1364-66 Magazine St, New Orleans, LA 70130"
"$82,500","","3315 Lowerline St, New Orleans, LA 70125"
"$100,000","","6320 Eastover Dr, New Orleans, LA 70128"
"$40,000","","2121 Saint Anthony St   #2123, New Orleans, LA 70119"
"$100,000","","6330 Eastover Dr, New Orleans, LA 70128"
"$179,000","4bd4ba2,567 sqft","7900 Read Blvd, New Orleans, LA 70127"
"$12,500","","3315 Clouet St, New Orleans, LA 70126"
"$12,500","","3319 Clouet St, New Orleans, LA 70126"
"$12,500","","3323 Clouet St, New Orleans, LA 70126"
"$12,500","","3300 Metropolitan St, New Orleans, LA 70126"
"$12,500","","3304 Metropolitan St, New Orleans, LA 70126"
"$87,500","","3300 3335 Clouet Metropolitan St, New Orleans, LA 70126"
"$299,000","3bd2ba1,100 sqft","8708 Spruce St, New Orleans, LA 70118"
"$12,500","","3308 Metropolitan St, New Orleans, LA 70126"
"$12,500","","3312 Metropolitan St, New Orleans, LA 70126"
"$475,000","3bd2ba1,249 sqft","1033 Kentucky St, New Orleans, LA 70117"
"$155,000","3bd2ba1,862 sqft","4810 Chrysler St, New Orleans, LA 70127"
"$1,100,000","4bd5ba3,248 sqft","2036 Royal St, New Orleans, LA 70116"
"$309,000","3bd2ba1,849 sqft","5910 Music St, New Orleans, LA 70122"
"$399,447","3bd2ba1,866 sqft","6643 Fleur De Lis Dr, New Orleans, LA 70124"
"$459,000","2bd2ba994 sqft","835 Esplanade Ave #D, New Orleans, LA 70116"
"$500,000","8,160 sqft","1360 Magazine St, New Orleans, LA 70130"
"$749,000","5bd4ba3,128 sqft","5877 Louisville St, New Orleans, LA 70124"
"$799,000","4bd5ba3,013 sqft","4140 Davey St, New Orleans, LA 70122"
"$790,000","4bd3ba2,768 sqft","1931 N  Rampart St, New Orleans, LA 70116"
"$715,000","4bd5ba3,335 sqft","7454 Garfield St, New Orleans, LA 70118"
"$165,000","3bd2ba1,500 sqft","4866 Redwood St, New Orleans, LA 70127"
"$550,000","4bd3ba3,000 sqft","4000 Danneel St, New Orleans, LA 70115"
"$210,000","4bd2ba1,700 sqft","2816 Republic St, New Orleans, LA 70119"
"$1,100,000","3bd3ba2,806 sqft","1135 Cadiz St, New Orleans, LA 70115"
"$399,000","2bd1ba1,371 sqft","919 Spain St #1, New Orleans, LA 70117"
"$152,000","3bd1ba1,225 sqft","1339 Saint Maurice Ave, New Orleans, LA 70117"
"$290,000","3bd2ba1,350 sqft","4431 Trudy Ave, Jefferson, LA 70121"
"$1,199,000","4bd3ba3,250 sqft","6929 Vicksburg St, New Orleans, LA 70124"
"$95,000","17,765 sqft (on 0.41 acres)","119 Pine Valley Dr, New Orleans, LA 70131"
"$1,379,000","3bd4ba2,894 sqft","927 Saint Philip St, New Orleans, LA 70116"
"$448,900","3bd2ba1,433 sqft","8826 Plum St, New Orleans, LA 70118"
"$345,000","3bd2ba1,720 sqft","8519 Pritchard Pl, New Orleans, LA 70118"
"$420,000","2bd2ba1,339 sqft","4418 Saint Ann St, New Orleans, LA 70119"
"$494,000","4bd3ba3,034 sqft","909-11 Louisa St, New Orleans, LA 70117"
"$140,000","3bd3ba1,900 sqft","3033 Clouet St, New Orleans, LA 70126"
"$250,000","3bd2ba1,684 sqft","7840 W  Laverne St, New Orleans, LA 70126"
"$385,500","6bd4ba1,782 sqft","1233-35 Saint Roch Ave, New Orleans, LA 70117"
"$1,695,000","6bd7ba4,426 sqft (on 0.26 acres)","1236 Moss St, New Orleans, LA 70119"
"$139,000","","2216 Foucher St, New Orleans, LA 70115"
"$99,900","","2221 Amelia St, New Orleans, LA 70115"
"$459,000","2bd2ba1,066 sqft","1122 Burdette St, New Orleans, LA 70118"
"$310,000","4bd2ba2,467 sqft","3748 Silver Maple Ct, New Orleans, LA 70131"
"$137,000","3bd2ba1,257 sqft","7833 Burke Rd, New Orleans, LA 70127"
"$510,000","4bd3ba2,465 sqft","708 Rural St, River Ridge, LA 70123"
"$68,000","","4434 San Remo St, New Orleans, LA 70129"
"$450,000","4bd2ba2,288 sqft","420 S  Lopez St, New Orleans, LA 70119"
"$274,900","1bd2ba1,043 sqft","158 S  Roadway St, New Orleans, LA 70124"
"$155,000","3bd2ba1,265 sqft","8936 Curran Rd, New Orleans, LA 70127"
"$650,000","5bd4ba4,099 sqft","4840 Banks St, New Orleans, LA 70119"
"$745,000","5bd6ba7,154 sqft","2 Lakewood Estates Dr, New Orleans, LA 70131"
"$688,000","3bd2ba1,610 sqft","2430 Dauphine St, New Orleans, LA 70117"
"$659,750","4bd3ba2,300 sqft","9 Magnolia Pl, New Orleans, LA 70121"
"$1,125,000","3bd4ba1,542 sqft","1225 Bourbon St #G, New Orleans, LA 70116"
"$237,500","10,733 sqft","136 Diane Ave, River Ridge, LA 70123"
"$262,500","2bd2ba922 sqft","2129 Saint Ann St, New Orleans, LA 70116"
"$125,000","2bd1ba876 sqft","4300 Pauger St, New Orleans, LA 70122"
"$1,649,000","6bd6ba4,140 sqft","6160 Argonne Blvd, New Orleans, LA 70124"
"$315,900","3bd2ba1,176 sqft","1236 Alvar St, New Orleans, LA 70117"
"$460,000","7bd4ba2,854 sqft","9229-27 Nelson St, New Orleans, LA 70118"
"$485,000","6bd4ba3,174 sqft","514 S  Scott St, New Orleans, LA 70119"
"$159,000","3bd2ba1,475 sqft","6242 Berkley Dr, New Orleans, LA 70131"
"$265,000","3bd1ba1,100 sqft","2401 Independence St, New Orleans, LA 70117"
"$850,000","4bd6ba2,887 sqft","300 Webster St, New Orleans, LA 70118"
"$179,000","5bd3ba1,900 sqft","5200 E  Nemours St, New Orleans, LA 70129"
"$249,000","6bd4ba2,025 sqft","1614 Port St, New Orleans, LA 70117"
"$65,000","","1278 Foy St, New Orleans, LA 70122"
"$565,000","2bd4ba1,600 sqft","5122 Perrier St, New Orleans, LA 70115"
"$399,000","1bd2ba952 sqft","507 Spain St, New Orleans, LA 70117"
"$279,000","2bd1ba1,032 sqft","2733 Saint Peter St, New Orleans, LA 70119"
"$275,000","4bd1ba1,400 sqft","8315 Jeannette St, New Orleans, LA 70118"
"$525,000","3bd3ba2,162 sqft","6201 Fontainebleau Dr, New Orleans, LA 70125"
"$579,800","4bd3ba2,184 sqft","4712 Cross St, New Orleans, LA 70121"
"$349,000","2bd3ba1,724 sqft","6574 Center St, New Orleans, LA 70124"
"$199,000","3bd1ba1,066 sqft","1709 Treasure St, New Orleans, LA 70119"
"$540,100","4bd3ba1,964 sqft","908 Saint Peter St, New Orleans, LA 70116"
"$169,000","","1425 Patterson St, New Orleans, LA 70114"
"$338,000","","1429 Patterson St, New Orleans, LA 70114"
"$169,000","","1433 Patterson St, New Orleans, LA 70114"
"$299,000","4bd2ba1,760 sqft","2154 Sere St, New Orleans, LA 70122"
"$169,000","","1439 Patterson St, New Orleans, LA 70114LISTED 31 DAYS AGO"
"$270,000","3bd3ba1,582 sqft","3026 Piety St, New Orleans, LA 70126LISTED 31 DAYS AGO"
"$325,000","3bd2ba1,815 sqft","1827 Clouet St, New Orleans, LA 70117LISTED 31 DAYS AGO"
"$235,000","3bd1ba1,642 sqft","186 Schemkel Dr, New Orleans, LA 70129LISTED 31 DAYS AGO"
"$1,195,000","8bd8ba3,214 sqft","4831 Coliseum St, New Orleans, LA 70115LISTED 31 DAYS AGO"
"$179,000","2bd2ba800 sqft","1705 Pauline St, New Orleans, LA 70117LISTED 31 DAYS AGO"
"$525,000","5bd3ba2,265 sqft","858 Mouton St, New Orleans, LA 70124LISTED 31 DAYS AGO"
"$339,000","3bd2ba1,603 sqft","6 Melodia Ct, New Orleans, LA 70125LISTED 31 DAYS AGO"
"$330,000","3bd2ba1,615 sqft","4108 Prentiss Ave, New Orleans, LA 70126LISTED 31 DAYS AGO"
"$89,900","","39 Arbor Ln, New Orleans, LA 70131LISTED 31 DAYS AGO"
"$325,000","6bd3ba2,636 sqft","1340 Alvar St, New Orleans, LA 70117LISTED 31 DAYS AGO"
"$155,000","4bd2ba1,408 sqft","2211-13 Desire St, New Orleans, LA 70117LISTED 31 DAYS AGO"
"$375,000","6bd4ba2,137 sqft","2095 Law St, New Orleans, LA 70119LISTED 31 DAYS AGO"
"$20,000","","2118 Charbonnet St, New Orleans, LA 70117LISTED 31 DAYS AGO"
"$365,000","4bd3ba2,760 sqft","21 Kings Canyon Dr, New Orleans, LA 70131LISTED 31 DAYS AGO"
"$299,000","3bd2ba1,388 sqft","430 Homer St, New Orleans, LA 70114LISTED 31 DAYS AGO"
"$767,000","4bd5ba4,495 sqft (on 0.43 acres)","41 English Turn Dr, New Orleans, LA 70131LISTED 31 DAYS AGO"
"$569,000","3bd2ba1,637 sqft","4321 Lasalle St, New Orleans, LA 70115LISTED 31 DAYS AGO"
"$359,000","3bd2ba1,762 sqft","604 Moss Ln, River Ridge, LA 70123LISTED 31 DAYS AGO"
"$555,000","3bd3ba2,122 sqft","2229 Peniston St, New Orleans, LA 70115LISTED 32 DAYS AGO"
"$299,900","3bd2ba1,300 sqft","1311 Frenchmen St, New Orleans, LA 70116LISTED 32 DAYS AGO"
"$75,000","","5730 Eastover Dr, New Orleans, LA 70128LISTED 32 DAYS AGO"
"$525,000","1bd1ba1,063 sqft","835 Julia St #5, New orleans, LA 70113LISTED 32 DAYS AGO"
"$274,900","3bd3ba1,190 sqft","327 N  Miro St, New Orleans, LA 70119LISTED 32 DAYS AGO"
"$205,000","4bd2ba950 sqft","6006 Vermillion Blvd, New Orleans, LA 70122LISTED 32 DAYS AGO"
"$375,000","2bd2ba956 sqft","2801 Saint Charles Ave  #109D, New Orleans, LA 70115LISTED 32 DAYS AGO"
"$255,000","1bd1ba630 sqft","1201 Canal St #521, New Orleans, LA 70112LISTED 32 DAYS AGO"
"$495,000","2bd2ba968 sqft","1529 Polymnia St   #202, New Orleans, LA 70130LISTED 32 DAYS AGO"
"$645,000","2bd2ba1,239 sqft","1529 Polymnia St   #302, New Orleans, LA 70130LISTED 32 DAYS AGO"
"$389,900","2bd2ba789 sqft","1529 Polymnia St   #101, New Orleans, LA 70130LISTED 32 DAYS AGO"
"$399,900","2bd2ba799 sqft","1529 Polymnia St   #102, New Orleans, LA 70130LISTED 32 DAYS AGO"
"$339,000","3bd2ba1,466 sqft","2623 Monroe St, New Orleans, LA 70118LISTED 32 DAYS AGO"
"$279,000","4bd2ba1,503 sqft","2015 Allen St, New Orleans, LA 70116LISTED 32 DAYS AGO"
"$250,000","3bd1ba1,034 sqft","9025 Hickory St, New Orleans, LA 70118LISTED 32 DAYS AGO"
"$1,195,000","5bd5ba3,100 sqft","1031 Chartres St, New Orleans, LA 70116LISTED 32 DAYS AGO"
"$449,000","4bd3ba3,027 sqft","4734 Franklin Ave, New Orleans, LA 70122LISTED 32 DAYS AGO"
"$1,249,500","Studio2ba4,408 sqft","840 Tchoupitoulas St #103, New Orleans, LA 70130LISTED 32 DAYS AGO"
"$224,000","1bd1ba700 sqft","3201 Saint Charles Ave #115, New Orleans, LA 70115LISTED 32 DAYS AGO"
"$2,950,000","5bd7ba5,065 sqft","1021 Chartres St, New Orleans, LA 70116LISTED 32 DAYS AGO"
"$647,500","4bd4ba2,573 sqft","15 Magnolia Pl, New Orleans, LA 70121LISTED 32 DAYS AGO"
"$2,100,000","7bd6ba6,366 sqft","1458 Nashville Ave, New Orleans, LA 70115"
"$250,000","6bd4ba2,500 sqft","2042 Pace Blvd, New Orleans, LA 70114"
"$489,000","1bd1ba1,121 sqft","1310 Chartres St   #1310, New Orleans, LA 70116"
"$190,000","4bd2ba1,475 sqft","4625 America St, New Orleans, LA 70126"
"$490,000","6bd3ba2,954 sqft","953 Taft Pl, New Orleans, LA 70119"
"$39,999","","4808 Maid Marion Dr, New Orleans, LA 70128"
"$55,000","","40733 Lake Forest Blvd, New Orleans, LA 70126"
"$55,000","","40732 Lake Forest Blvd, New Orleans, LA 70126"
"$55,000","","40731 Lake Forest Blvd, New Orleans, LA 70126"
"$140,000","","5173 Cameron Blvd, New Orleans, LA 70122"
"$849,000","5bd4ba3,287 sqft","600 Walker St, New Orleans, LA 70124"
"$675,000","7bd5ba3,600 sqft","4836 Banks St, New Orleans, LA 70119"
"$349,900","3bd3ba2,523 sqft","7231 Lake Barrington Dr, New Orleans, LA 70128"
"$899,000","3bd4ba2,840 sqft","1020 Aline St, New Orleans, LA 70115"
"$398,000","3bd2ba1,325 sqft","6878 Orleans Ave, New Orleans, LA 70124"
"$865,000","2bd3ba1,278 sqft","5537 Canal Blvd, New Orleans, LA 70124"
"$449,000","3bd3ba1,500 sqft","5810 Catina St, New Orleans, LA 70124"
"$285,000","4bd2ba1,638 sqft","5151 Western St, New Orleans, LA 70122"
"$299,000","3bd3ba1,674 sqft","4220 Erato St, New Orleans, LA 70125"
"$399,000","1bd2ba1,000 sqft","1228 Bourbon St #A, New Orleans, LA 70116"
"$435,000","3bd4ba1,766 sqft","9006 Green St, New Orleans, LA 70118"
"$799,900","4bd3ba3,477 sqft","427 14th St, New Orleans, LA 70124"
"$78,000","","2004 Spain St, New Orleans, LA 70117"
"$16,080","","8515002 Highway 966, New Orleans, LA 70131"
"$645,000","4bd3ba1,900 sqft","724 Desire St, New Orleans, LA 70117"
"$269,000","11,536 sqft (on 0.27 acres)","5201 Pratt Dr, New Orleans, LA 70122"
"$159,900","2,226 sqft","1607 Monroe St, New Orleans, LA 70118"
"$439,000","4bd4ba2,723 sqft","2855 Danneel St, New Orleans, LA 70115"
"$149,000","2bd1ba1,126 sqft","3337 Montegut St, New Orleans, LA 70126"
"$379,900","4bd2ba1,914 sqft","3953-55 Annunciation St, New Orleans, LA 70115"
"$27,000","","13925 Explorers Ave, New Orleans, LA 70129"
"$219,900","1bd1ba275 sqft","734 Royal St #B, New Orleans, LA 70116"
"$1,200,000","2bd4ba1,859 sqft","1001 Julia St #6C, New Orleans, LA 70113"
"$399,000","2bd2ba1,147 sqft","2715 Chippewa St, New Orleans, LA 70130"
"$424,900","11bd12ba4,800 sqft","6847 Mayo Blvd, New Orleans, LA 70126"
"$610,000","3bd3ba2,266 sqft","6543 Bellaire Dr, New Orleans, LA 70124"
"$315,000","4bd2ba2,850 sqft","4008 S  Inwood Ave, New Orleans, LA 70131"
"$66,000","Studio2,056 sqft","9210 Olive St, New Orleans, LA 70118"
"$1,289,000","5bd5ba3,178 sqft","1001 Ursulines Ave, New Orleans, LA 70116"
"$82,500","","2514 General Taylor St, New Orleans, LA 70115"
"$82,500","","2516 General Taylor St, New Orleans, LA 70115LISTED 34 DAYS AGO"
"$369,000","4bd2ba1,705 sqft","925 Lesseps St, New Orleans, LA 70117LISTED 34 DAYS AGO"
"$859,000","2bd2ba1,540 sqft","824 Pleasant St, New Orleans, LA 70115LISTED 34 DAYS AGO"
"$324,900","","8507 Palmetto St, New Orleans, LA 70118LISTED 34 DAYS AGO"
"$324,900","3bd3ba1,552 sqft","8501 Palmetto St, New Orleans, LA 70118LISTED 34 DAYS AGO"
"$157,000","3bd2ba1,015 sqft","1833 N  Rocheblave St, New Orleans, LA 70119LISTED 35 DAYS AGO"
"$255,000","6bd4ba2,900 sqft","9030 Bunker Hill Rd, New Orleans, LA 70127LISTED 35 DAYS AGO"
"$444,000","3bd3ba1,843 sqft","1023 Nunez St, New Orleans, LA 70114LISTED 35 DAYS AGO"
"$499,900","2bd1ba860 sqft","940 Orleans St   #2, New Orleans, LA 70116LISTED 35 DAYS AGO"
"$230,000","4bd2ba1,296 sqft","4112 S  Derbigny St, New Orleans, LA 70125LISTED 35 DAYS AGO"
"$399,900","3bd3ba2,388 sqft","9111 Hermitage Pl, River Ridge, LA 70123LISTED 36 DAYS AGO"
"$525,000","2bd2ba1,050 sqft","519 Iberville St #5, New Orleans, LA 70130LISTED 36 DAYS AGO"
"$175,000","6bd6ba2,835 sqft","2524 Benton St, New Orleans, LA 70117LISTED 36 DAYS AGO"
"$30,000","","7501 Beau St, New Orleans, LA 70126LISTED 36 DAYS AGO"
"$245,000","3bd3ba1,500 sqft","8225 Edinburgh St, New Orleans, LA 70118LISTED 36 DAYS AGO"
"$499,900","3bd2ba1,943 sqft","101 Tullulah Ave, River Ridge, LA 70123LISTED 36 DAYS AGO"
"$175,000","2bd1ba1,104 sqft","1927 Treasure St, New Orleans, LA 70122LISTED 36 DAYS AGO"
"$30,000","","1829 Feliciana St, New Orleans, LA 70117LISTED 36 DAYS AGO"
"$140,000","3bd1ba1,332 sqft","1776 Shirley Dr, New Orleans, LA 70114LISTED 37 DAYS AGO"
"$29,900","","2142 Louisa St, New Orleans, LA 70117LISTED 37 DAYS AGO"
"$550,000","5bd2ba1,753 sqft","336-338 Hillary St, New Orleans, LA 70118LISTED 37 DAYS AGO"
"$1,295,000","3bd3ba2,880 sqft","419 Fairway Dr, New Orleans, LA 70124LISTED 37 DAYS AGO"
"$915,000","3bd3ba2,450 sqft","800 Valmont St, New Orleans, LA 70115LISTED 37 DAYS AGO"
"$174,000","","1335 Seville Dr, New Orleans, LA 70122LISTED 37 DAYS AGO"
"$199,000","2bd2ba1,000 sqft","3315 N  Robertson St, New Orleans, LA 70117LISTED 37 DAYS AGO"
"$369,900","3bd3ba1,803 sqft","3027 Audubon St, New Orleans, LA 70125LISTED 37 DAYS AGO"
"$550,000","5bd3ba3,677 sqft (on 0.36 acres)","12 Shoal Creek Dr, New Orleans, LA 70131LISTED 37 DAYS AGO"
"$510,000","4bd3ba1,928 sqft","6646 Bellaire Dr, New Orleans, LA 70124LISTED 37 DAYS AGO"
"$698,500","5bd3ba2,605 sqft","1939 General Taylor St, New Orleans, LA 70115LISTED 37 DAYS AGO"
"$415,000","2bd2ba1,319 sqft","3329 Vincennes Pl, New Orleans, LA 70125LISTED 37 DAYS AGO"
"$625,000","2bd2ba1,690 sqft","6202 S  Rocheblave St, New Orleans, LA 70125LISTED 37 DAYS AGO"
"$399,900","3bd3ba2,400 sqft","2019 Stephen Girard St, New Orleans, LA 70122LISTED 37 DAYS AGO"
"$370,000","3bd4ba2,226 sqft (on 0.28 acres)","4630 Murano Rd, New Orleans, LA 70129LISTED 37 DAYS AGO"
"$58,000","","2437 Pauger St, New Orleans, LA 70116"
"$12,000","","Lots 19 20 21 Beauregard Ave, New Orleans, LA 70127LISTED 37 DAYS AGO"
"$8,000","","Lots 17 & 18 Beauregard Ave, New Orleans, LA 70127LISTED 37 DAYS AGO"
"$799,000","3bd2ba2,000 sqft","920 Poeyfarre St #104, New Orleans, LA 70130LISTED 38 DAYS AGO"
"$315,000","","Colonial Club Dr, New Orleans, LA 70123LISTED 38 DAYS AGO"
"$535,000","6bd4ba2,200 sqft","401 10th St, New Orleans, LA 70124LISTED 38 DAYS AGO"
"$120,000","","9 Monplaiser Pl, New Orleans, LA 70114LISTED 38 DAYS AGO"
"$310,000","2bd2ba987 sqft","4716 Annunciation St #1F, New Orleans, LA 70115"
"$99,000","","323 N  Miro St, New Orleans, LA 70119"
"$230,000","2bd2ba1,620 sqft","562 Central Ave, New Orleans, LA 70121"
"$525,000","2bd2ba2,319 sqft","626 Bouny St, New Orleans, LA 70114"
"$275,000","3bd3ba1,641 sqft (on 1 acre)","5401 N  Claiborne Ave, New Orleans, LA 70117"
"$332,000","3bd3ba1,444 sqft","1205 Claiborne Dr, Jefferson, LA 70121"
"$565,000","5bd4ba3,096 sqft (on 0.34 acres)","10313 Jefferson Hwy, River Ridge, LA 70123"
"$599,000","3bd2ba1,860 sqft","3805 Constance St, New Orleans, LA 70115"
"$2,595,000","6bd7ba7,577 sqft (on 0.39 acres)","3643 Camp St, New Orleans, LA 70115"
"$324,500","8bd8ba4,000 sqft","7856 S  Coronet Ct, New Orleans, LA 70126"
"$225,000","6bd4ba3,000 sqft","3947 Louisiana Avenue Pkwy, New Orleans, LA 70125"
"$20,500","","2318 S  Prieur St, New Orleans, LA 70125"
"$199,900","5bd3ba2,412 sqft","14271 Saigon Dr, New Orleans, LA 70129"
"$455,000","3bd2ba2,200 sqft","205 Wagner Dr, River Ridge, LA 70123"
"$249,900","3bd2ba1,660 sqft","730 Aurora Oaks Dr, New Orleans, LA 70131"
"$284,900","3bd2ba2,557 sqft","10940 Harrow Rd, New Orleans, LA 70127"
"$1,895,000","4bd3ba3,948 sqft","422 Natchez St, New Orleans, LA 70130"
"$439,000","2bd2ba1,223 sqft","711 Franklin Ave, New Orleans, LA 70117"
"$1,109,000","4bd4ba2,900 sqft","3515 Laurel St, New Orleans, LA 70115"
"$125,000","3bd3ba1,550 sqft","5286 Tullis Dr, New Orleans, LA 70131"
"$135,000","26,817 sqft (on 0.62 acres)","2 Eagle Point Ln, New Orleans, LA 70131"
"$540,000","4bd3ba2,830 sqft","446 Crystal St, New Orleans, LA 70124"
"$180,000","3bd2ba1,402 sqft","2140 Farragut St, New Orleans, LA 70114"
"$889,000","4bd4ba2,460 sqft","2610 Dauphine St, New Orleans, LA 70117"
"$440,000","5bd4ba2,314 sqft","3329 Taylor St, New Orleans, LA 70131"
"$15,000","","2815 Josephine St, New Orleans, LA 70113"
"$229,000","3bd2ba1,747 sqft","4851 Lurline St, New Orleans, LA 70127"
"$2,295,000","6bd6ba6,454 sqft","548 Walnut St, New Orleans, LA 70118"
"$199,500","1,800 sqft","8922 Willow St, New Orleans, LA 70118"
"$199,500","","2724 Thalia St, New Orleans, LA 70113"
"$199,500","","2604 Thalia St, New Orleans, LA 70113"
